# timestamps [seconds],pts
109723.516476,801327
109723.524487,801852
109723.533219,802425
109723.540603,802908
109723.548529,803428
109723.556619,803958
109723.564821,804496
109723.573394,805057
109723.583206,805700
109723.589311,806101
109723.596670,806583
109723.604730,807111
109723.612473,807618
109723.620662,808155
109723.629501,808734
109723.637078,809231
109723.644473,809716
109723.656751,810520
109723.664543,811031
109723.673579,811623
109723.680604,812083
109723.690698,812745
109723.696562,813129
109723.714921,814332
109723.726860,815115
109723.730674,815365
109723.736989,815779
109723.748515,816534
109723.757860,817146
109723.776017,818336
109723.782383,818754
109723.793435,819478
109723.814096,820832
109723.826079,821617
109723.834629,822177
109723.841110,822602
109723.848991,823119
109723.859562,823811
109723.870436,824524
109723.881378,825241
109723.888662,825719
109723.897272,826283
109723.904905,826783
109723.912543,827284
109723.921903,827897
109723.928737,828345
109723.936727,828868
109723.946868,829533
109723.953709,829981
109723.961514,830493
109723.970272,831067
109723.976731,831490
109723.985942,832094
109723.992838,832546
109724.000562,833052
109724.009867,833662
109724.016534,834099
109724.024551,834624
109724.032961,835175
109724.040658,835680
109724.048458,836191
109724.057163,836761
109724.065175,837286
109724.072510,837767
109724.080841,838313
109724.089136,838857
109724.100569,839606
109724.108507,840126
109724.119631,840855
109724.125307,841227
109724.132886,841724
109724.143166,842397
109724.148539,842750
109724.156590,843277
109724.165136,843837
109724.172528,844322
109724.183245,845024
109724.191308,845552
109724.196692,845905
109724.204657,846427
109724.212721,846956
109724.220600,847472
109724.230674,848132
109724.236695,848527
109724.244510,849039
109724.255697,849772
109724.261023,850121
109724.269576,850682
109724.276516,851137
