id,start_timestamp,duration,start_frame_index,end_frame_index,norm_pos_x,norm_pos_y,dispersion,confidence,method,gaze_point_3d_x,gaze_point_3d_y,gaze_point_3d_z,base_data
1,5268.000534000001,443.7979999993331,25,36,0.8238928307389873,0.34475818873631175,1.3615989453423976,0.8363644264576758,3d gaze,116.39981057037106,30.312376777746877,216.35581222357206,5268.000534000001 5268.0045685000005 5268.008603 5268.0126375 5268.016672 5268.0207064999995 5268.024740999999 5268.0287755 5268.032810000001 5268.0368445 5268.040879 5268.0449135 5268.048948 5268.052983 5268.0570175 5268.061052 5268.0650865 5268.069121 5268.0731555 5268.07719 5268.081225 5268.0852595 5268.089293999999 5268.0933285 5268.097363000001 5268.1013975000005 5268.105432 5268.1094665 5268.113501 5268.1175355 5268.121569999999 5268.1256045 5268.129639000001 5268.1336735 5268.137708 5268.1417425 5268.145777 5268.1498114999995 5268.153845999999 5268.1578805 5268.161915000001 5268.1659495 5268.169984 5268.174019 5268.1780535 5268.182088 5268.1861225 5268.190157 5268.1941915 5268.198226 5268.2022605 5268.206295 5268.2103295 5268.2143639999995 5268.2183985 5268.222433000001 5268.226467500001 5268.230502 5268.2345365 5268.238571 5268.2426055 5268.246639999999 5268.2506745 5268.254709000001 5268.2587435000005 5268.262778 5268.2668125 5268.270847 5268.2748814999995 5268.278915999999 5268.2829505 5268.286985000001 5268.2910195 5268.295054 5268.2990885 5268.3031235 5268.307158 5268.311192499999 5268.315227 5268.3192615 5268.323296 5268.3273305 5268.331365 5268.3353995 5268.339434 5268.3434685 5268.3475035 5268.351538000001 5268.355572500001 5268.359607 5268.3636415 5268.367676 5268.3717105 5268.3797795 5268.383814000001 5268.3878485000005 5268.391883 5268.3959175 5268.399952 5268.4039864999995 5268.408020999999 5268.4120555 5268.416090000001 5268.4201245 5268.424159 5268.4281935 5268.4322285 5268.436263 5268.440297499999 5268.444332
2,5269.1180970000005,407.4869999994917,54,64,0.8991292622237708,0.3151308432611607,1.4683132250262507,0.8442119239589168,3d gaze,147.00742185251568,37.51774388998265,200.93609945470826,5269.1180970000005 5269.122132 5269.1261665 5269.130201 5269.1342355 5269.1382699999995 5269.1423045 5269.146339 5269.1503735 5269.154408 5269.1584425 5269.162477 5269.1665115 5269.170545999999 5269.1745805 5269.178615000001 5269.1826495000005 5269.186684 5269.190719 5269.1947535 5269.198788 5269.2028224999995 5269.206857 5269.210891500001 5269.214926000001 5269.2189605 5269.222995 5269.2270295 5269.231064 5269.235098499999 5269.239133 5269.243167500001 5269.2472020000005 5269.2512365 5269.255271 5269.2593055 5269.2633399999995 5269.267374499999 5269.271409 5269.275443500001 5269.279478 5269.2835125 5269.287547 5269.2915815 5269.295615999999 5269.299650499999 5269.303685 5269.3077195000005 5269.3117545000005 5269.315789 5269.3198235 5269.323858 5269.3278924999995 5269.331927 5269.335961500001 5269.339996000001 5269.3440305 5269.348065 5269.3520995 5269.356134 5269.360168499999 5269.364203 5269.368237500001 5269.3722720000005 5269.3763065 5269.380341 5269.3843755 5269.3884105 5269.3924449999995 5269.396479499999 5269.400514 5269.404548500001 5269.408583 5269.4126175 5269.416652 5269.4206865 5269.424720999999 5269.428755499999 5269.43279 5269.4368245000005 5269.4408595 5269.444894 5269.4489285 5269.452963 5269.4569974999995 5269.461032 5269.465066500001 5269.469101000001 5269.4731355 5269.47717 5269.4812045 5269.485239 5269.489273499999 5269.493308 5269.497342500001 5269.5013770000005 5269.5054115 5269.509446 5269.5134805 5269.517515 5269.521549499999 5269.525584
3,5271.3169125,395.3829999991285,108,119,0.8637963604413342,0.7282653277969365,1.4547320734025242,0.9981220691461443,3d gaze,113.11331417180341,-46.65594675711503,175.10890934046495,5271.3169125 5271.320947 5271.3249815 5271.329016 5271.3330505 5271.3370855 5271.34112 5271.3451545 5271.3491890000005 5271.3532235 5271.357258 5271.3612925 5271.3653269999995 5271.3693615 5271.373396 5271.3774305 5271.381465 5271.3854995 5271.389534 5271.3935685 5271.397602999999 5271.4016375 5271.405672 5271.4097065 5271.413741 5271.4177755 5271.42181 5271.4258445 5271.429878999999 5271.4339135 5271.437948 5271.4419825 5271.446017 5271.4500515 5271.454086 5271.4581205 5271.4621555 5271.4661905 5271.470225 5271.4742595 5271.4782940000005 5271.4823285 5271.486363 5271.4903975 5271.4944319999995 5271.4984665 5271.502501 5271.5065355 5271.51057 5271.5146045 5271.518639 5271.5226735 5271.526707999999 5271.5307425 5271.534777 5271.5388115 5271.542846 5271.5468805 5271.550915 5271.5549495 5271.558983999999 5271.5630185 5271.567053000001 5271.5710875 5271.575122 5271.5791565 5271.583191 5271.5872255 5271.59126 5271.595295 5271.599329500001 5271.6033640000005 5271.6073985 5271.611433 5271.6154675 5271.619502 5271.623536499999 5271.627571 5271.631605500001 5271.63564 5271.6396745 5271.643709 5271.6477435 5271.6517779999995 5271.655812499999 5271.659847 5271.663881500001 5271.667916 5271.6719505 5271.675985 5271.6800195 5271.684054 5271.6880885 5271.692123 5271.6961575000005 5271.700192 5271.7042265 5271.708261 5271.7122954999995
4,5272.5111314999995,758.4905000003346,139,157,0.7633791693471085,0.35210407178852215,1.1139237830686322,0.942698711991383,3d gaze,81.13395962439151,24.84963680640998,196.62442163771368,5272.5111314999995 5272.515166 5272.5192005 5272.523235 5272.52727 5272.5313045 5272.535339 5272.5393735 5272.5434079999995 5272.547442499999 5272.551477 5272.555511500001 5272.559546 5272.5635805 5272.567615 5272.5716495 5272.575684 5272.5797185 5272.583753 5272.587787500001 5272.591822 5272.5958565 5272.599891 5272.6039255 5272.60796 5272.611995 5272.6160295 5272.620064 5272.6240985 5272.628133 5272.6321675 5272.636202 5272.640236499999 5272.644271 5272.6483055 5272.65234 5272.6563745 5272.660409 5272.6644435 5272.668478 5272.6725125 5272.676547 5272.6805815 5272.6846160000005 5272.6886505 5272.692685 5272.6967195 5272.7007539999995 5272.7047885 5272.708823 5272.712857500001 5272.716892 5272.7209265 5272.724961 5272.7289955 5272.7330305 5272.737064999999 5272.7410995 5272.745134000001 5272.7491685 5272.753203 5272.7572375 5272.761272 5272.7653064999995 5272.769340999999 5272.7733755 5272.7774105 5272.7814450000005 5272.7854795 5272.789514 5272.7935485 5272.797583 5272.8016175 5272.805652 5272.8096865 5272.813721 5272.8177555 5272.82179 5272.8258245 5272.8298589999995 5272.8338935 5272.837928 5272.841962500001 5272.845997 5272.8500315 5272.854066 5272.8581005 5272.8621355 5272.866169999999 5272.8702045 5272.874239000001 5272.8782735 5272.882308 5272.8863425 5272.890377 5272.8944114999995 5272.898445999999 5272.9024805 5272.906515000001 5272.9105495 5272.914584 5272.9186185 5272.922653 5272.9266875 5272.930722 5272.9347565 5272.9387910000005 5272.9428255 5272.94686 5272.9508945 5272.9549289999995 5272.9589635 5272.962998 5272.9670325 5272.971067 5272.9751015 5272.979136 5272.9831705 5272.987204999999 5272.991239999999 5272.995274499999 5272.999309 5273.0033435000005 5273.007378 5273.0114125 5273.015447 5273.0194814999995 5273.023515999999 5273.0275505 5273.031585000001 5273.0356195 5273.039654 5273.043689 5273.0477235 5273.051758 5273.0557925 5273.059827 5273.0638615 5273.0678960000005 5273.0719305 5273.075965 5273.0799995 5273.0840339999995 5273.0880685 5273.092103 5273.0961375 5273.100172 5273.1042065 5273.108241 5273.1122755 5273.116309999999 5273.120344999999 5273.1243795 5273.128414000001 5273.1324485000005 5273.136483 5273.1405175 5273.144552 5273.1485864999995 5273.152621 5273.156655500001 5273.160690000001 5273.1647245 5273.168759 5273.1727935 5273.176828 5273.180862499999 5273.184897 5273.188931500001 5273.1929660000005 5273.1970005 5273.201035 5273.2050695 5273.209104 5273.213138499999 5273.217173 5273.221207500001 5273.225242 5273.2292765 5273.233311 5273.2373455 5273.2413805 5273.245414999999 5273.249449499999 5273.253484 5273.2575185000005 5273.261553 5273.2655875 5273.269622
5,5273.7295575,411.5220000003319,168,178,0.39974682733379135,0.7135409508575306,1.2962240230821633,0.9994832538206985,3d gaze,-32.77352375005697,-38.22419272692154,176.96869845067044,5273.7295575 5273.7335920000005 5273.7376265 5273.741661 5273.7456955 5273.7497305 5273.7537649999995 5273.7577995 5273.761834 5273.765868500001 5273.769903 5273.7739375 5273.777972 5273.7820065 5273.786041 5273.7900755 5273.79411 5273.7981445000005 5273.802179 5273.8062135 5273.810248 5273.8142824999995 5273.8183175 5273.822352 5273.8263865 5273.830421000001 5273.8344555 5273.83849 5273.8425245 5273.846559 5273.8505935 5273.854628 5273.8586625 5273.8626970000005 5273.8667315 5273.8707665 5273.874801 5273.8788355 5273.8828699999995 5273.8869045 5273.890939 5273.894973500001 5273.899008 5273.9030425 5273.907077 5273.9111115 5273.915146 5273.9191805 5273.923215 5273.9272495000005 5273.931284 5273.9353185 5273.939353 5273.9433874999995 5273.947422 5273.9514565 5273.955491 5273.9595255 5273.96356 5273.9675945 5273.971629 5273.975663499999 5273.979698 5273.9837325 5273.9877670000005 5273.9918015 5273.995836 5273.9998705 5274.003905 5274.00794 5274.0119745 5274.016009 5274.020043500001 5274.024078 5274.0281125 5274.032147 5274.0361815 5274.040216 5274.0442505 5274.048285 5274.0523195000005 5274.056354 5274.0603885 5274.064423 5274.0684575 5274.072492 5274.0765265 5274.080561 5274.084596 5274.0886305 5274.092665 5274.0966995 5274.100734 5274.104768499999 5274.108803 5274.1128375 5274.1168720000005 5274.1209065 5274.124941 5274.128976 5274.1330105 5274.137045 5274.1410795
6,5278.0787745,451.8664999995963,278,288,0.453814429153188,0.6856826928829621,1.4836076686441255,0.9897872473776077,3d gaze,-20.511855193148136,-39.64064311836729,211.97774638240352,5278.0787745 5278.0828089999995 5278.086843499999 5278.090878 5278.094912500001 5278.098947 5278.1029815 5278.107016 5278.1110505 5278.115085 5278.1191195 5278.123154 5278.127188500001 5278.131223 5278.1352575 5278.139292 5278.1433265 5278.147361 5278.1513955 5278.15543 5278.1594645000005 5278.163499 5278.1675335 5278.171568 5278.1756024999995 5278.179637499999 5278.183671999999 5278.1877065 5278.191741000001 5278.1957755 5278.19981 5278.2038445 5278.207879 5278.2119135 5278.215948 5278.2199825 5278.2240170000005 5278.2280515 5278.232086 5278.2361205 5278.2401549999995 5278.2441895 5278.248224000001 5278.252258500001 5278.256293 5278.2603275 5278.2643625 5278.268397 5278.2724315 5278.276466 5278.2805005 5278.284535 5278.2885695 5278.292604 5278.2966385 5278.300673 5278.3047074999995 5278.308742499999 5278.312776999999 5278.3168115 5278.3208460000005 5278.3248805 5278.328915 5278.3329495 5278.336984 5278.3410185 5278.345053 5278.3490875 5278.353122 5278.3571565 5278.361191 5278.3652255 5278.3692599999995 5278.3732945 5278.377329000001 5278.381363500001 5278.385398 5278.3894325 5278.393467 5278.3975015 5278.401535999999 5278.4055705 5278.409605000001 5278.4136395000005 5278.417674 5278.4217085 5278.425743 5278.4297775 5278.433811999999 5278.437846999999 5278.4418815 5278.445916000001 5278.4499505 5278.453985 5278.4580195 5278.462054 5278.466088499999 5278.470123 5278.474157500001 5278.4781920000005 5278.4822265 5278.486261 5278.4902955 5278.4943299999995 5278.498364499999 5278.502399 5278.506433500001 5278.510468 5278.5145025 5278.518537 5278.522572 5278.5266065 5278.530640999999
7,5278.566951999999,363.1065000008675,290,298,0.40843652136826,0.710339637749929,1.355700544565995,0.9976321005326553,3d gaze,-32.406309900566434,-40.338344344308375,190.0461393040662,5278.566951999999 5278.5709865 5278.575021000001 5278.5790555 5278.58309 5278.5871245 5278.591159 5278.595193499999 5278.599228 5278.603262500001 5278.6072970000005 5278.6113315 5278.615366 5278.6194005 5278.6234349999995 5278.627469499999 5278.631504 5278.635538500001 5278.639573 5278.6436075 5278.647642 5278.6516765 5278.655710999999 5278.6597455 5278.663780000001 5278.6678145000005 5278.671849 5278.6758835 5278.679918 5278.6839525 5278.6879874999995 5278.692022 5278.6960565 5278.700091 5278.7041255 5278.70816 5278.7121945 5278.716229 5278.720263499999 5278.724298 5278.728332500001 5278.7323670000005 5278.7364015 5278.740436 5278.7444705 5278.748505 5278.752539499999 5278.756574 5278.760608500001 5278.764643 5278.7686775 5278.772712 5278.7767465 5278.7807809999995 5278.784815499999 5278.7888505 5278.792885000001 5278.7969195000005 5278.800954 5278.8049885 5278.8090235 5278.813058 5278.8170924999995 5278.821127 5278.825161500001 5278.829196000001 5278.8332305 5278.837265 5278.8412995 5278.845334 5278.849368499999 5278.853403 5278.857437500001 5278.8614720000005 5278.8655065 5278.869541 5278.8735755 5278.87761 5278.881644499999 5278.885679 5278.889713500001 5278.893748 5278.8977825 5278.901817 5278.9058515 5278.9098859999995 5278.913920499999 5278.917955 5278.921989500001 5278.926024 5278.9300585
8,5279.640135,302.5890000008076,316,324,0.4437252055340057,0.6907063770357558,1.3068954275936255,0.9965598978172653,3d gaze,-21.817085417226632,-36.99593035237434,192.70118347410653,5279.640135 5279.644169499999 5279.648204 5279.652238500001 5279.6562730000005 5279.6603075 5279.664342 5279.6683765 5279.672411 5279.676445499999 5279.68048 5279.684514500001 5279.688549 5279.6925835 5279.6966185 5279.700653 5279.7046875 5279.708721999999 5279.7127565 5279.716791000001 5279.7208255000005 5279.72486 5279.7288945 5279.732929 5279.7369635 5279.740997999999 5279.7450325 5279.749067000001 5279.7531015 5279.757136 5279.7611705 5279.765205 5279.7692394999995 5279.773273999999 5279.7773085 5279.781343000001 5279.7853775 5279.789412 5279.7934465 5279.797481 5279.801515499999 5279.80555 5279.809584500001 5279.813619500001 5279.817654 5279.8216885 5279.8257235 5279.829758 5279.8337925 5279.837826999999 5279.8418615 5279.845896000001 5279.8499305000005 5279.853965 5279.8579995 5279.862034 5279.8660684999995 5279.870102999999 5279.8741375 5279.878172000001 5279.8822065 5279.886241 5279.8902755 5279.89431 5279.898344499999 5279.902378999999 5279.9064135 5279.9104480000005 5279.9144825 5279.918517 5279.9225515 5279.926586 5279.930620499999 5279.934655 5279.938689500001 5279.942724
9,5280.370384,492.2115000008489,334,347,0.4234204793836047,0.7058357477688066,1.461930247244431,0.9956142221585075,3d gaze,-29.36114499195796,-41.605325516327305,200.76075353848165,5280.370384 5280.3744185 5280.378453 5280.3824875 5280.386522 5280.3905565000005 5280.394591 5280.3986255 5280.40266 5280.4066944999995 5280.410729 5280.4147635 5280.418798 5280.4228325 5280.426867 5280.4309015 5280.434936 5280.438970499999 5280.443005 5280.4470395 5280.451074 5280.4551085 5280.459143 5280.463178 5280.4672125 5280.4712469999995 5280.4752815 5280.479316 5280.4833505 5280.487385 5280.4914195 5280.495454 5280.4994885 5280.503523 5280.5075575 5280.511592 5280.5156265000005 5280.519661 5280.5236955 5280.52773 5280.5317645 5280.535799 5280.5398335 5280.543868 5280.5479025 5280.551937 5280.5559715 5280.560006 5280.5640404999995 5280.568075 5280.5721095 5280.576144000001 5280.5801785 5280.584213 5280.5882475 5280.5922825 5280.5963169999995 5280.6003515 5280.604386 5280.6084205 5280.6124555 5280.61649 5280.6205245 5280.624559 5280.6285935 5280.632628 5280.6366625 5280.640697 5280.6447315000005 5280.648766 5280.6528005 5280.656835 5280.6608694999995 5280.664904 5280.6689385 5280.672973 5280.6770075 5280.681042 5280.6850765 5280.689111 5280.693145499999 5280.69718 5280.7012145 5280.705249000001 5280.7092835 5280.7133185 5280.717353 5280.7213875 5280.7254219999995 5280.7294565 5280.733491 5280.7375255 5280.74156 5280.7455945 5280.749629 5280.7536635 5280.757697999999 5280.7617325 5280.765767 5280.7698015 5280.773836 5280.7778705 5280.781905 5280.7859395 5280.789973999999 5280.7940085 5280.798043000001 5280.8020775 5280.806112 5280.8101465 5280.814181 5280.8182154999995 5280.822249999999 5280.8262845 5280.830319000001 5280.8343535 5280.838388 5280.842423 5280.8464575 5280.850492 5280.854526499999 5280.858561 5280.862595500001
10,5282.964582500001,334.86549999906856,400,408,0.31360512095102094,0.696031773520263,1.0455633079065128,0.9993886782846152,3d gaze,-57.28235532311892,-35.382689305085194,171.97270735749345,5282.964582500001 5282.968617 5282.9726515 5282.976686 5282.9807205 5282.9847549999995 5282.988789999999 5282.9928245 5282.996859 5283.0008935 5283.004928 5283.0089625 5283.012997 5283.0170315 5283.021065999999 5283.0251005 5283.029135000001 5283.0331695 5283.037204 5283.0412385 5283.045273 5283.0493075 5283.053342 5283.0573765 5283.061411000001 5283.0654455 5283.06948 5283.0735145 5283.077549 5283.0815835 5283.085618 5283.0896525 5283.0936870000005 5283.0977215 5283.101756 5283.1057905 5283.109825 5283.1138595 5283.1178945 5283.121929 5283.1259635 5283.129998 5283.1340325 5283.138067 5283.1421015 5283.146135999999 5283.1501705 5283.154205 5283.1582395000005 5283.162274 5283.1663085 5283.170343 5283.1743774999995 5283.178412 5283.1824465 5283.186481 5283.1905155 5283.19455 5283.1985845 5283.202619 5283.2066535 5283.210688 5283.2147225 5283.2187575 5283.2227920000005 5283.2268265 5283.230861 5283.2348955 5283.2389305 5283.2429649999995 5283.2469995 5283.251034 5283.2550685 5283.259103 5283.2631375 5283.267172 5283.2712065 5283.275241 5283.2792755 5283.28331 5283.2873445000005 5283.291379 5283.2954135 5283.299448
