# timestamps [seconds],pts
14711.798814,2475205
14711.832316,2477400
14711.865645,2479585
14711.898572,2481742
14711.931713,2483914
14711.965032,2486098
14711.998897,2488317
14712.032612,2490527
14712.065504,2492682
14712.098828,2494866
14712.132761,2497090
14712.165597,2499242
14712.203914,2501753
14712.232430,2503622
14712.265279,2505775
14712.298761,2507969
14712.332258,2510164
14712.391904,2514073
14712.407024,2515064
14712.440551,2517261
14712.476118,2519592
14712.526830,2522915
14712.547587,2524276
14712.580301,2526419
14712.613486,2528594
14712.670139,2532307
14712.684677,2533260
14712.718110,2535451
14712.759017,2538132
14712.792344,2540316
14712.824915,2542450
14712.858151,2544628
14712.891730,2546829
14712.924984,2549008
14712.958243,2551188
14712.991911,2553394
14713.059718,2557838
14713.077867,2559027
14713.111162,2561209
14713.144285,2563380
14713.177483,2565556
14713.211192,2567765
14713.244459,2569945
14713.277772,2572128
14713.311441,2574335
14713.345028,2576536
14713.378653,2578739
14713.411699,2580905
14713.444713,2583069
14713.478088,2585256
14713.511538,2587448
14713.544871,2589633
14713.578198,2591817
14713.611314,2593987
14713.644430,2596157
14713.677939,2598353
14713.711031,2600522
14713.744837,2602737
14713.778147,2604920
14713.843084,2609176
14713.864582,2610585
14713.893914,2612507
14713.927010,2614676
14713.960284,2616857
14713.993731,2619049
14714.027157,2621239
14714.060374,2623416
14714.093610,2625594
14714.127182,2627794
14714.160334,2629967
14714.193644,2632150
14714.227888,2634394
14714.261373,2636589
14714.293732,2638709
14714.327061,2640893
14714.360485,2643084
14714.393945,2645277
14714.428249,2647525
14714.461675,2649715
14714.494922,2651894
14714.527740,2654045
14714.560692,2656204
14714.594850,2658443
14714.671285,2663452
14714.689856,2664669
14714.725521,2667006
14714.756267,2669021
14714.788726,2671149
14714.822379,2673354
14714.856028,2675559
14714.889241,2677736
14714.922845,2679938
14714.956028,2682113
14714.989732,2684322
14715.023031,2686504
14715.058946,2688857
14715.090535,2690928
14715.124618,2693161
14715.158230,2695364
14715.191114,2697519
14715.225205,2699753
14715.257514,2701871
14715.291555,2704102
14715.350937,2707993
14715.361701,2708699
14715.368065,2709116
14715.395037,2710883
14715.428384,2713069
14715.461747,2715255
14715.549586,2721012
14715.572440,2722509
14715.605575,2724681
14715.638207,2726819
14715.671811,2729022
14715.705180,2731208
14715.738720,2733406
14715.778791,2736033
14715.787806,2736623
14715.811695,2738189
14715.845357,2740395
14715.878532,2742569
14715.912488,2744794
14715.945066,2746929
14715.978695,2749133
14716.012540,2751351
14716.045406,2753505
14716.112585,2757908
14716.130819,2759103
14716.190377,2763006
14716.204349,2763921
14716.210967,2764355
14716.216301,2764705
14716.237950,2766124
14716.271311,2768310
14716.304642,2770494
14716.389718,2776070
14716.409883,2777391
14716.443102,2779568
14716.475576,2781696
14716.509563,2783924
14716.542940,2786111
14716.576271,2788295
14716.608721,2790422
14716.643005,2792669
14716.676936,2794892
14716.709495,2797026
14716.742332,2799178
14716.775572,2801357
14716.808618,2803522
14716.842741,2805758
14716.875837,2807927
14716.908927,2810096
14716.942454,2812293
14716.975828,2814480
14717.008464,2816619
14717.042160,2818827
14717.076146,2821055
14717.113146,2823479
14717.142235,2825386
14717.175728,2827581
14717.209200,2829774
14717.242822,2831978
14717.275601,2834126
14717.308856,2836305
14717.342195,2838490
14717.375726,2840688
14717.409386,2842894
14717.445141,2845237
14717.477044,2847328
14717.520357,2850166
14717.545210,2851795
14717.578398,2853970
14717.611940,2856168
14717.646565,2858437
14717.679420,2860590
14717.726029,2863645
14717.749823,2865204
14717.782620,2867353
14717.816103,2869548
14717.849436,2871732
14717.882764,2873916
14717.916263,2876112
14717.949484,2878289
14717.982680,2880464
14718.016331,2882670
14718.049417,2884838
14718.083075,2887044
14718.116622,2889242
14718.149372,2891389
14718.208705,2895277
14718.232617,2896844
14718.265826,2899020
14718.299252,2901211
14718.332601,2903396
14718.365397,2905546
14718.398957,2907745
14718.432397,2909937
14718.465853,2912129
14718.499445,2914331
14718.532675,2916508
14718.565947,2918689
14718.599278,2920873
14718.632657,2923061
14718.666248,2925262
14718.699125,2927417
14718.732272,2929589
14718.765708,2931780
14718.799017,2933963
14718.832282,2936143
14718.865608,2938327
14718.899138,2940524
14718.932337,2942700
14718.965699,2944887
14718.998993,2947068
14719.032399,2949258
14719.065883,2951452
14719.099688,2953668
14719.132681,2955830
14719.167660,2958122
14719.199579,2960214
14719.233936,2962465
14719.265647,2964544
14719.299025,2966731
14719.332396,2968918
14719.365702,2971101
14719.399513,2973317
14719.432917,2975506
14719.465821,2977662
14719.499424,2979864
14719.532687,2982044
14719.565858,2984218
14719.599470,2986421
14719.632752,2988602
14719.666105,2990788
14719.699540,2992979
14719.732668,2995150
14719.766080,2997340
14719.799466,2999527
14719.832901,3001719
14719.866347,3003911
14719.933150,3008288
14719.949989,3009392
14719.956442,3009815
14719.983282,3011574
14720.016580,3013756
14720.049965,3015944
14720.083505,3018142
14720.121839,3020654
14720.152738,3022679
14720.186800,3024911
14720.237892,3028260
14720.256237,3029462
14720.290304,3031695
14720.323034,3033839
14720.356451,3036029
14720.389737,3038211
14720.423801,3040443
14720.456611,3042593
14720.490308,3044802
14720.525383,3047100
14720.556162,3049118
14720.589534,3051305
14720.622889,3053490
14720.658471,3055822
14720.690070,3057893
14720.723480,3060083
14720.756519,3062248
14720.790633,3064484
14720.823366,3066629
14720.857623,3068874
14720.890144,3071005
14720.926130,3073363
14720.957337,3075409
14720.990119,3077557
14721.023343,3079734
14721.057055,3081944
14721.090070,3084107
14721.122860,3086256
14721.156285,3088447
14721.189857,3090647
14721.223316,3092839
14721.256627,3095023
14721.289740,3097193
14721.323260,3099389
14721.358135,3101675
14721.405504,3104779
14721.423395,3105952
14721.456636,3108130
14721.489970,3110315
14721.523478,3112511
14721.556812,3114695
14721.589963,3116868
14721.623565,3119070
14721.656640,3121237
14721.726582,3125821
14721.745066,3127032
14721.778152,3129201
14721.811188,3131366
14721.844699,3133562
14721.878029,3135746
14721.913495,3138070
14721.945083,3140140
14721.978280,3142316
14722.011789,3144512
14722.045213,3146702
14722.106688,3150731
14722.125753,3151981
14722.159011,3154160
14722.192213,3156336
14722.225301,3158505
14722.258491,3160680
14722.291889,3162868
14722.324803,3165025
14722.395366,3169650
14722.416497,3171035
14722.449477,3173196
14722.483086,3175398
14722.526533,3178246
14722.549494,3179751
14722.584015,3182013
14722.617469,3184205
