# timestamps [seconds],pts
14674.052668,1507
14674.079270,3250
14674.087670,3801
14674.112486,5427
14674.146155,7634
14674.179302,9806
14674.212654,11992
14674.246135,14186
14674.279661,16383
14674.312686,18547
14674.346084,20736
14674.380210,22973
14674.418029,25451
14674.447163,27360
14674.480330,29534
14674.530677,32833
14674.556161,34503
14674.588823,36644
14674.622531,38853
14674.655371,41005
14674.689077,43214
14674.748077,47081
14674.764991,48189
14674.798322,50373
14674.831932,52576
14674.864944,54740
14674.898463,56936
14674.932196,59147
14674.965052,61300
14674.998740,63508
14675.032513,65721
14675.065346,67873
14675.098090,70019
14675.131408,72202
14675.164664,74382
14675.198228,76581
14675.231292,78748
14675.264930,80953
14675.299055,83189
14675.340589,85911
14675.374687,88146
14675.418587,91023
14675.445670,92797
14675.478794,94968
14675.512370,97169
14675.545192,99320
14675.579339,101557
14675.612189,103710
14675.646134,105935
14675.679979,108153
14675.714851,110438
14675.745235,112429
14675.778825,114631
14675.812089,116811
14675.845682,119012
14675.879615,121236
14675.912057,123362
14675.945848,125577
14675.978698,127729
14676.011641,129888
14676.045202,132088
14676.079147,134312
14676.112033,136468
14676.145272,138646
14676.178716,140838
14676.212238,143034
14676.245571,145219
14676.278580,147382
14676.312318,149593
14676.346967,151864
14676.380011,154029
14676.412030,156128
14676.445450,158318
14676.478626,160492
14676.551393,165261
14676.571920,166606
14676.605317,168795
14676.638596,170976
14676.671873,173157
14676.705435,175356
14676.738622,177531
14676.771891,179711
14676.840468,184206
14676.856087,185229
14676.867702,185990
14676.889290,187405
14676.922909,189608
14676.956545,191813
14676.989754,193989
14677.049982,197936
14677.069275,199200
14677.103104,201417
14677.135747,203557
14677.168701,205716
14677.202102,207905
14677.235852,210117
14677.272748,212535
14677.305500,214681
14677.338535,216846
14677.386269,219975
14677.404827,221191
14677.438095,223371
14677.471814,225581
14677.505109,227763
14677.538706,229965
14677.571893,232139
14677.605347,234332
14677.640079,236608
14677.672937,238761
14677.706246,240944
14677.743416,243380
14677.772590,245292
14677.805703,247462
14677.839142,249654
14677.872871,251864
14677.905973,254033
14677.939288,256217
14677.986785,259329
14678.006030,260591
14678.043231,263029
14678.072539,264949
14678.106334,267164
14678.141293,269455
14678.173133,271542
14678.206988,273760
14678.239956,275921
14678.272973,278085
14678.306804,280302
14678.339818,282465
14678.372955,284637
14678.406560,286839
14678.440166,289042
14678.473187,291206
14678.506488,293388
14678.539508,295552
14678.572717,297728
14678.605948,299906
14678.639376,302097
14678.672715,304282
14678.706395,306489
14678.766489,310427
14678.788288,311856
14678.820456,313964
14678.854804,316215
14678.886517,318293
14678.919771,320473
14678.953069,322655
14678.987067,324883
14679.022359,327196
14679.060485,329694
14679.093407,331852
14679.126719,334035
14679.160233,336231
14679.201403,338929
14679.227805,340660
14679.260579,342808
14679.294170,345009
14679.327423,347188
14679.360430,349351
14679.393273,351504
14679.481015,357254
14679.500727,358546
14679.533478,360692
14679.566653,362866
14679.600347,365074
14679.633049,367217
14679.667288,369461
14679.747971,374749
14679.807752,378666
14679.823109,379673
14679.832723,380303
14679.856524,381863
14679.889929,384052
14679.925217,386365
14679.957472,388478
14679.990294,390629
14680.023169,392784
14680.056503,394968
14680.089788,397150
14680.123286,399345
14680.156649,401531
14680.189927,403712
14680.223197,405893
14680.256898,408101
14680.289853,410261
14680.323404,412460
14680.356687,414641
14680.389993,416824
14680.423335,419009
14680.456735,421198
14680.490644,423420
14680.523354,425563
14680.556584,427741
14680.590012,429932
14680.623295,432113
14680.656486,434288
14680.689803,436472
14680.723461,438677
14680.761256,441154
14680.789963,443036
14680.823822,445255
14680.857926,447490
14680.890283,449610
14680.923281,451773
14680.956517,453951
14680.990107,456152
14681.023913,458368
14681.056670,460514
14681.089716,462680
14681.123336,464883
14681.156635,467066
14681.189908,469246
14681.223445,471444
14681.299471,476426
14681.323712,478015
14681.356863,480187
14681.389822,482347
14681.423114,484529
14681.456601,486724
14681.490037,488915
14681.524140,491150
14681.556807,493291
14681.591375,495556
14681.623852,497685
14681.657028,499859
14681.690422,502047
14681.724135,504257
14681.758423,506504
14681.790516,508607
14681.824259,510818
14681.860289,513179
14681.890742,515175
14681.927171,517563
14681.957213,519531
14681.990762,521730
14682.024117,523916
14682.060280,526286
14682.090506,528267
14682.123835,530451
14682.157480,532656
14682.190593,534826
14682.224244,537031
14682.257074,539183
14682.290508,541374
14682.324115,543576
14682.357333,545753
14682.390644,547936
14682.424140,550131
14682.457179,552297
14682.490774,554498
14682.523572,556648
14682.557354,558862
14682.590639,561043
14682.623866,563221
14682.657424,565420
14682.716056,569262
14682.737344,570657
14682.770824,572851
14682.804034,575028
14682.837491,577220
14682.870727,579399
14682.904097,581585
14682.937460,583772
14682.970729,585952
14683.016699,588965
14683.037391,590321
14683.071151,592533
14683.104203,594699
14683.137843,596904
14683.172568,599180
14683.204162,601250
14683.237063,603406
14683.270561,605602
14683.304346,607816
14683.337577,609994
14683.371244,612200
14683.404677,614391
14683.442200,616850
14683.471117,618745
14683.503941,620896
14683.537551,623099
14683.570808,625278
14683.604110,627461
14683.644663,630118
14683.671038,631847
14683.704138,634016
14683.737465,636200
14683.770791,638384
14683.804131,640569
14683.837005,642724
14683.870510,644919
14683.904258,647131
14683.937528,649311
14683.971415,651532
14684.013148,654267
14684.046643,656462
14684.072224,658139
14684.110977,660678
14684.139787,662566
14684.172090,664683
14684.205378,666865
14684.238624,669044
14684.279574,671727
14684.305583,673432
14684.338939,675618
14684.372349,677807
14684.406224,680027
14684.442177,682384
14684.471965,684336
14684.505457,686531
14684.539420,688756
14684.572209,690905
14684.605662,693098
14684.638847,695272
14684.672702,697491
14684.705530,699642
14684.744376,702188
14684.772016,704000
14684.805512,706195
14684.839192,708402
14684.872407,710579
14684.905518,712749
14684.939302,714963
14684.972722,717153
14685.012748,719776
14685.039343,721519
14685.072350,723682
14685.105804,725874
14685.143276,728330
14685.172605,730252
14685.241018,734736
14685.268350,736527
14685.301789,738718
14685.334620,740870
14685.368281,743076
14685.401985,745285
14685.435401,747474
14685.492300,751203
14685.523913,753275
14685.563773,755887
14685.596979,758063
14685.629652,760205
14685.662913,762384
14685.696403,764579
14685.729672,766760
14685.764047,769012
14685.796577,771144
14685.829386,773294
14685.863624,775538
14685.896509,777693
14685.929924,779883
14685.962965,782048
14686.037799,786953
14686.055420,788107
14686.088503,790275
14686.121902,792464
14686.155301,794653
14686.188391,796822
14686.237707,800054
14686.260969,801578
14686.298595,804044
14686.331322,806189
14686.364874,808387
14686.397041,810496
14686.431390,812747
14686.465230,814964
14686.497951,817109
14686.531714,819321
14686.565260,821520
14686.598005,823666
14686.631310,825848
14686.664697,828036
14686.697708,830200
14686.731272,832399
14686.764902,834603
14686.798147,836782
14686.831713,838982
14686.865816,841217
14686.898307,843346
14686.931853,845544
14686.964800,847704
14686.997986,849878
14687.031606,852082
14687.064781,854256
14687.098330,856455
14687.131485,858627
14687.165600,860863
14687.200157,863128
14687.232117,865222
14687.264914,867372
14687.298633,869581
14687.331582,871741
14687.367519,874096
14687.398443,876122
14687.431951,878318
14687.498432,882675
14687.518327,883979
14687.564336,886994
14687.583264,888235
14687.616628,890421
14687.650632,892650
14687.683682,894816
14687.716964,896997
14687.750493,899194
14687.783613,901365
14687.817375,903577
14687.850474,905746
14687.884103,907950
14687.917287,910125
14687.950690,912314
14687.984612,914537
14688.032354,917666
14688.052432,918982
14688.086187,921194
14688.119024,923346
14688.152199,925520
14688.185653,927712
14688.219213,929912
14688.252332,932082
14688.285725,934270
14688.319192,936464
14688.352141,938623
14688.385195,940789
14688.418932,943000
14688.452385,945193
14688.485361,947354
14688.519414,949585
14688.553067,951791
14688.585597,953923
14688.618891,956104
14688.652357,958298
14688.685696,960483
14688.719395,962691
14688.752840,964883
14688.790511,967352
14688.821065,969354
14688.854396,971538
14688.887759,973725
14688.920855,975894
14688.954486,978098
14688.988623,980335
14689.021764,982507
14689.053949,984616
14689.087855,986838
14689.121447,989039
14689.154193,991185
14689.188036,993403
14689.221367,995588
14689.254051,997730
14689.288034,999957
14689.321093,1002123
14689.354242,1004296
14689.387768,1006493
14689.421048,1008674
14689.455479,1010930
14689.487494,1013028
14689.520967,1015222
14689.556878,1017575
14689.588530,1019650
14689.647603,1023521
14689.660582,1024372
14689.668470,1024889
14689.693894,1026555
14689.727184,1028736
14689.760865,1030944
14689.796622,1033287
14689.828644,1035386
14689.862403,1037598
14689.895460,1039764
14689.928672,1041941
14689.965936,1044383
14689.999249,1046566
14690.032198,1048726
14690.065793,1050927
14690.098884,1053096
14690.132486,1055298
14690.166248,1057511
14690.199291,1059676
14690.232088,1061825
14690.265477,1064013
14690.298750,1066194
14690.332448,1068402
14690.365582,1070574
14690.398835,1072753
14690.432631,1074968
14690.465814,1077143
14690.499099,1079324
14690.532617,1081521
14690.566042,1083711
14690.599260,1085888
14690.638290,1088446
14690.665985,1090261
14690.699309,1092445
14690.732222,1094602
14690.765782,1096801
14690.799219,1098992
14690.832701,1101187
14690.866194,1103381
14690.899360,1105555
14690.932479,1107725
14690.966000,1109922
14690.999271,1112103
14691.032620,1114288
14691.065568,1116447
14691.099521,1118673
14691.132775,1120852
14691.166557,1123066
14691.199175,1125203
14691.232469,1127385
14691.265915,1129577
14691.310773,1132517
14691.333836,1134028
14691.367448,1136231
14691.402004,1138496
14691.434343,1140615
14691.468901,1142880
14691.499939,1144914
14691.533194,1147093
14691.567217,1149323
14691.600401,1151498
14691.633729,1153682
14691.667595,1155901
14691.700390,1158051
14691.754698,1161610
14691.775336,1162962
14691.808525,1165137
14691.841769,1167316
14691.875195,1169506
14691.908561,1171693
14691.941875,1173876
14691.975717,1176094
14692.008751,1178259
14692.041897,1180431
14692.075151,1182610
14692.108456,1184793
14692.141839,1186981
14692.175483,1189186
14692.208701,1191363
14692.246427,1193835
14692.276566,1195810
14692.309697,1197981
14692.343473,1200195
14692.375886,1202319
14692.409444,1204518
14692.443293,1206737
14692.476812,1208933
14692.509675,1211087
14692.556992,1214188
14692.577201,1215512
14692.630992,1219038
14692.642893,1219817
14692.650785,1220335
14692.675983,1221986
14692.709632,1224191
14692.743287,1226397
14692.822137,1231564
14692.844372,1233021
14692.885413,1235711
14692.909903,1237316
14692.917289,1237800
14692.943470,1239516
14692.976507,1241681
14693.009899,1243869
14693.058374,1247046
14693.081742,1248577
14693.092146,1249259
14693.114870,1250748
14693.148245,1252936
14693.181293,1255101
14693.214460,1257275
14693.248166,1259484
14693.281575,1261673
14693.315315,1263885
14693.348477,1266058
14693.395718,1269154
14693.421396,1270837
14693.455049,1273042
14693.488275,1275220
14693.521223,1277379
14693.555120,1279600
14693.589899,1281879
14693.621926,1283978
14693.656063,1286216
14693.689061,1288378
14693.723973,1290666
14693.756176,1292776
14693.788759,1294912
14693.822191,1297103
14693.855090,1299259
14693.888888,1301474
14693.922771,1303694
14693.958444,1306032
14693.991428,1308194
14694.024377,1310353
14694.057387,1312516
14694.091229,1314734
14694.124408,1316909
14694.158403,1319136
14694.191662,1321316
14694.225536,1323536
14694.257763,1325648
14694.291365,1327850
14694.324236,1330004
14694.357452,1332181
14694.391266,1334397
14694.424300,1336562
14694.457550,1338741
