1603716364.000000, IBI
12.312500,0.953125
13.250000,0.937500
14.125000,0.875000
15.015625,0.890625
15.921875,0.906250
16.859375,0.937500
17.765625,0.906250
18.593750,0.828125
19.390625,0.796875
20.218750,0.828125
21.171875,0.953125
22.203125,1.031250
23.203125,1.000000
24.125000,0.921875
25.000000,0.875000
25.765625,0.765625
26.796875,1.031250
27.562500,0.765625
28.359375,0.796875
29.171875,0.812500
30.015625,0.843750
30.843750,0.828125
31.656250,0.812500
32.531250,0.875000
33.484375,0.953125
34.500000,1.015625
35.421875,0.921875
36.343750,0.921875
37.296875,0.953125
38.250000,0.953125
39.125000,0.875000
40.015625,0.890625
40.937500,0.921875
41.859375,0.921875
42.734375,0.875000
48.937500,0.859375
49.828125,0.890625
50.734375,0.906250
51.656250,0.921875
52.515625,0.859375
53.375000,0.859375
54.250000,0.875000
55.187500,0.937500
56.109375,0.921875
56.984375,0.875000
57.828125,0.843750
58.703125,0.875000
59.609375,0.906250
60.546875,0.937500
61.421875,0.875000
62.312500,0.890625
63.203125,0.890625
64.140625,0.937500
65.000000,0.859375
65.890625,0.890625
66.796875,0.906250
67.718750,0.921875
68.593750,0.875000
69.453125,0.859375
70.343750,0.890625
71.265625,0.921875
72.203125,0.937500
73.062500,0.859375
73.953125,0.890625
74.875000,0.921875
75.781250,0.906250
76.671875,0.890625
77.515625,0.843750
78.421875,0.906250
79.296875,0.875000
80.078125,0.781250
80.906250,0.828125
81.796875,0.890625
82.671875,0.875000
83.500000,0.828125
84.390625,0.890625
85.281250,0.890625
86.187500,0.906250
87.046875,0.859375
87.968750,0.921875
88.859375,0.890625
89.687500,0.828125
90.500000,0.812500
91.343750,0.843750
92.171875,0.828125
92.984375,0.812500
93.828125,0.843750
94.656250,0.828125
95.437500,0.781250
96.265625,0.828125
97.156250,0.890625
98.093750,0.937500
99.000000,0.906250
99.828125,0.828125
100.703125,0.875000
101.625000,0.921875
102.546875,0.921875
103.437500,0.890625
104.328125,0.890625
105.234375,0.906250
106.203125,0.968750
107.078125,0.875000
107.968750,0.890625
108.890625,0.921875
109.812500,0.921875
110.718750,0.906250
111.562500,0.843750
112.437500,0.875000
113.359375,0.921875
114.296875,0.937500
115.171875,0.875000
116.062500,0.890625
117.015625,0.953125
118.000000,0.984375
118.921875,0.921875
126.093750,0.937500
127.078125,0.984375
128.000000,0.921875
128.859375,0.859375
129.750000,0.890625
130.656250,0.906250
131.609375,0.953125
132.484375,0.875000
133.375000,0.890625
