world_index,world_timestamp,img_to_surf_trans,surf_to_img_trans,num_detected_markers,dist_img_to_surf_trans,surf_to_dist_img_trans
76,772.460756,"[[ 2.47496769e-03 -2.22261680e-04 -1.08568662e+00]
 [-1.91921023e-04 -4.11184371e-03  1.43808510e+00]
 [-8.20814525e-05 -1.10110322e-04  1.07452779e+00]]","[[ 4.16851145e+02 -3.50679948e+01  4.68113042e+02]
 [-8.62916636e+00 -2.51514049e+02  3.27892902e+02]
 [ 3.09583311e-02 -2.84522421e-02  1.00000000e+00]]",6,"[[ 2.55446720e-03 -1.07801741e-04 -1.17268914e+00]
 [-1.98562092e-04 -4.27962488e-03  1.50192968e+00]
 [-6.37081880e-05  1.27420836e-04  9.88209221e-01]]","[[ 4.03571003e+02  3.91601732e+00  4.72958298e+02]
 [-9.17835024e+00 -2.23638401e+02  3.29005025e+02]
 [ 2.72010115e-02  2.90886522e-02  1.00000000e+00]]"
77,772.527777,"[[ 2.47544570e-03 -2.23223279e-04 -1.08477162e+00]
 [-1.91676687e-04 -4.11261986e-03  1.43705615e+00]
 [-8.19431805e-05 -1.09337251e-04  1.07415108e+00]]","[[ 4.16737146e+02 -3.50551765e+01  4.67756252e+02]
 [-8.62072965e+00 -2.51396271e+02  3.27625267e+02]
 [ 3.09139011e-02 -2.82637242e-02  1.00000000e+00]]",6,"[[ 2.55579506e-03 -1.08360481e-04 -1.17231705e+00]
 [-1.98431014e-04 -4.28143339e-03  1.50127901e+00]
 [-6.27231449e-05  1.28596801e-04  9.87369294e-01]]","[[ 4.03176604e+02  3.99165782e+00  4.72627836e+02]
 [-9.28128811e+00 -2.23457608e+02  3.28743872e+02]
 [ 2.68208143e-02  2.93571039e-02  1.00000000e+00]]"
78,772.594798,"[[ 2.47529097e-03 -2.23051254e-04 -1.08450593e+00]
 [-1.93825147e-04 -4.11200646e-03  1.43798812e+00]
 [-8.21536397e-05 -1.10732944e-04  1.07470272e+00]]","[[ 4.16757941e+02 -3.52002354e+01  4.67658607e+02]
 [-8.82132494e+00 -2.51535417e+02  3.27660994e+02]
 [ 3.09493683e-02 -2.86079899e-02  1.00000000e+00]]",6,"[[ 2.55562228e-03 -1.08106404e-04 -1.17207532e+00]
 [-2.00681309e-04 -4.28090144e-03  1.50229595e+00]
 [-6.29239294e-05  1.27315529e-04  9.87875120e-01]]","[[ 4.03232678e+02  3.87041806e+00  4.72533976e+02]
 [-9.46151439e+00 -2.23578746e+02  3.28778234e+02]
 [ 2.69037874e-02  2.90609487e-02  1.00000000e+00]]"
79,772.661818,"[[ 2.47478169e-03 -2.22361567e-04 -1.08361912e+00]
 [-1.92421676e-04 -4.10856465e-03  1.43516359e+00]
 [-8.22733363e-05 -1.07707048e-04  1.07371103e+00]]","[[ 4.16903909e+02 -3.48134205e+01  4.67284017e+02]
 [-8.67037048e+00 -2.51508287e+02  3.27425300e+02]
 [ 3.10756010e-02 -2.78971070e-02  1.00000000e+00]]",6,"[[ 2.55566931e-03 -1.07046501e-04 -1.17158222e+00]
 [-1.99300982e-04 -4.27800436e-03  1.49963945e+00]
 [-6.25376368e-05  1.30709155e-04  9.86585112e-01]]","[[ 4.03179739e+02  4.33849487e+00  4.72186361e+02]
 [-9.38824092e+00 -2.23480538e+02  3.28548576e+02]
 [ 2.68005637e-02  2.98831506e-02  1.00000000e+00]]"
80,772.695329,"[[ 2.47376538e-03 -2.22062380e-04 -1.08340280e+00]
 [-1.92070454e-04 -4.10713128e-03  1.43502138e+00]
 [-8.31103956e-05 -1.08384551e-04  1.07434285e+00]]","[[ 4.17234665e+02 -3.48921540e+01  4.67359366e+02]
 [-8.53539363e+00 -2.51661066e+02  3.27541382e+02]
 [ 3.14158868e-02 -2.80879352e-02  1.00000000e+00]]",6,"[[ 2.55449576e-03 -1.06952831e-04 -1.17122952e+00]
 [-1.98963359e-04 -4.27629900e-03  1.49943409e+00]
 [-6.35390804e-05  1.29758630e-04  9.87359655e-01]]","[[ 4.03543392e+02  4.23718065e+00  4.72258064e+02]
 [-9.24395681e+00 -2.23642955e+02  3.28665521e+02]
 [ 2.71838727e-02  2.96637906e-02  1.00000000e+00]]"
81,772.76235,"[[ 2.47505571e-03 -2.23230259e-04 -1.08434916e+00]
 [-1.92843115e-04 -4.11037255e-03  1.43860737e+00]
 [-8.28476383e-05 -1.09613807e-04  1.07470673e+00]]","[[ 4.16950509e+02 -3.51165737e+01  4.67698658e+02]
 [-8.61988026e+00 -2.51567168e+02  3.28051748e+02]
 [ 3.12629540e-02 -2.83654689e-02  1.00000000e+00]]",6,"[[ 2.55531617e-03 -1.08685466e-04 -1.17179248e+00]
 [-1.99714244e-04 -4.27861526e-03  1.50275671e+00]
 [-6.36575791e-05  1.27657069e-04  9.88062268e-01]]","[[ 4.03414675e+02  3.85211235e+00  4.72570922e+02]
 [-9.28060154e+00 -2.23663691e+02  3.29166676e+02]
 [ 2.71897195e-02  2.91453972e-02  1.00000000e+00]]"
82,772.82937,"[[ 2.47650673e-03 -2.21770076e-04 -1.08452293e+00]
 [-1.91075262e-04 -4.11356412e-03  1.44001512e+00]
 [-8.07741107e-05 -1.07987524e-04  1.07320659e+00]]","[[ 4.16358620e+02 -3.47148007e+01  4.67328761e+02]
 [-8.67550132e+00 -2.51250383e+02  3.28357627e+02]
 [ 3.04639867e-02 -2.78939434e-02  1.00000000e+00]]",6,"[[ 2.55706424e-03 -1.07109972e-04 -1.17220110e+00]
 [-1.97908797e-04 -4.28135745e-03  1.50403400e+00]
 [-6.12432675e-05  1.29063134e-04  9.86397740e-01]]","[[ 4.02705378e+02  4.16038956e+00  4.72217546e+02]
 [-9.39973883e+00 -2.23403629e+02  3.29469803e+02]
 [ 2.62329808e-02  2.94890866e-02  1.00000000e+00]]"
83,772.896391,"[[ 2.47722011e-03 -2.23571747e-04 -1.08459561e+00]
 [-1.90484912e-04 -4.11511133e-03  1.44027316e+00]
 [-8.09826509e-05 -1.09403542e-04  1.07377984e+00]]","[[ 4.16265437e+02 -3.50433356e+01  4.67462345e+02]
 [-8.58698374e+00 -2.51269920e+02  3.28357735e+02]
 [ 3.05191353e-02 -2.82438915e-02  1.00000000e+00]]",6,"[[ 2.55778880e-03 -1.08941895e-04 -1.17226072e+00]
 [-1.97294556e-04 -4.28291516e-03  1.50428041e+00]
 [-6.14236995e-05  1.27620178e-04  9.86966107e-01]]","[[ 4.02601445e+02  3.83391643e+00  4.72343044e+02]
 [-9.32233099e+00 -2.23431336e+02  3.29469450e+02]
 [ 2.62612744e-02  2.91295111e-02  1.00000000e+00]]"
84,772.963412,"[[ 2.47510163e-03 -2.21358629e-04 -1.08472002e+00]
 [-1.90613964e-04 -4.11475896e-03  1.43869361e+00]
 [-8.24035201e-05 -1.09727766e-04  1.07451938e+00]]","[[ 4.16903630e+02 -3.48968985e+01  4.67585480e+02]
 [-8.43531946e+00 -2.51320058e+02  3.27981614e+02]
 [ 3.11104095e-02 -2.83404993e-02  1.00000000e+00]]",6,"[[ 2.55545893e-03 -1.06684718e-04 -1.17224894e+00]
 [-1.97373430e-04 -4.28311519e-03  1.50281051e+00]
 [-6.31468669e-05  1.27570216e-04  9.87851593e-01]]","[[ 4.03304951e+02  4.02643124e+00  4.72462505e+02]
 [-9.12587993e+00 -2.23445654e+02  3.29096674e+02]
 [ 2.69591452e-02  2.91129427e-02  1.00000000e+00]]"
85,773.030433,"[[ 2.47545710e-03 -2.21229542e-04 -1.08386224e+00]
 [-1.88857444e-04 -4.11279463e-03  1.43731848e+00]
 [-8.23750926e-05 -1.11150231e-04  1.07494208e+00]]","[[ 4.16837486e+02 -3.50471024e+01  4.67158435e+02]
 [-8.27672879e+00 -2.51563449e+02  3.28023218e+02]
 [ 3.10873180e-02 -2.86976800e-02  1.00000000e+00]]",6,"[[ 2.55618482e-03 -1.06294179e-04 -1.17168735e+00]
 [-1.95648222e-04 -4.28122633e-03  1.50149131e+00]
 [-6.27640300e-05  1.26166279e-04  9.88101719e-01]]","[[ 4.03097648e+02  3.90335669e+00  4.72060264e+02]
 [-9.03658021e+00 -2.23653856e+02  3.29142506e+02]
 [ 2.67585250e-02  2.88052988e-02  1.00000000e+00]]"
86,773.097454,"[[ 2.47580006e-03 -2.23083828e-04 -1.08444024e+00]
 [-1.88771273e-04 -4.11459173e-03  1.43809924e+00]
 [-8.21605160e-05 -1.11216162e-04  1.07490191e+00]]","[[ 4.16740153e+02 -3.52331481e+01  4.67576205e+02]
 [-8.28580264e+00 -2.51455612e+02  3.28060321e+02]
 [ 3.09963825e-02 -2.87102492e-02  1.00000000e+00]]",6,"[[ 2.55628831e-03 -1.08440061e-04 -1.17203987e+00]
 [-1.95531989e-04 -4.28282222e-03  1.50219297e+00]
 [-6.28078376e-05  1.25953255e-04  9.88212905e-01]]","[[ 4.03082552e+02  3.68849890e+00  4.72456878e+02]
 [-9.01401690e+00 -2.23581876e+02  3.29178393e+02]
 [ 2.67676005e-02  2.87311890e-02  1.00000000e+00]]"
87,773.130964,"[[ 2.47581502e-03 -2.21814734e-04 -1.08532186e+00]
 [-1.86114763e-04 -4.11447728e-03  1.43573870e+00]
 [-8.10856078e-05 -1.10669241e-04  1.07420306e+00]]","[[ 4.16592241e+02 -3.50397873e+01  4.67737120e+02]
 [-8.16460374e+00 -2.51420826e+02  3.27790341e+02]
 [ 3.06050744e-02 -2.85474653e-02  1.00000000e+00]]",6,"[[ 2.55599321e-03 -1.07112206e-04 -1.17275524e+00]
 [-1.92709372e-04 -4.28274711e-03  1.49972786e+00]
 [-6.21588999e-05  1.26700036e-04  9.87703565e-01]]","[[ 4.03024855e+02  3.90186911e+00  4.72609179e+02]
 [-8.85524931e+00 -2.23543013e+02  3.28913102e+02]
 [ 2.64993901e-02  2.89210698e-02  1.00000000e+00]]"
88,773.197985,"[[ 2.47395119e-03 -2.20855881e-04 -1.08428643e+00]
 [-1.87773649e-04 -4.11054190e-03  1.43284211e+00]
 [-8.27445808e-05 -1.09934455e-04  1.07465548e+00]]","[[ 4.17197296e+02 -3.49185308e+01  4.67493177e+02]
 [-8.15141435e+00 -2.51590349e+02  3.27221871e+02]
 [ 3.12888126e-02 -2.84256372e-02  1.00000000e+00]]",6,"[[ 2.55461597e-03 -1.05689120e-04 -1.17207206e+00]
 [-1.94455100e-04 -4.28010917e-03  1.49723733e+00]
 [-6.34358715e-05  1.28235092e-04  9.87860338e-01]]","[[ 4.03497498e+02  4.18953987e+00  4.72390064e+02]
 [-8.86532066e+00 -2.23582357e+02  3.28351127e+02]
 [ 2.70615791e-02  2.92924719e-02  1.00000000e+00]]"
89,773.265006,"[[ 2.47510981e-03 -2.19786865e-04 -1.08349800e+00]
 [-1.86933467e-04 -4.10936445e-03  1.43481118e+00]
 [-8.22974605e-05 -1.09762747e-04  1.07441596e+00]]","[[ 4.16920175e+02 -3.47691736e+01  4.66876324e+02]
 [-8.10431377e+00 -2.51672009e+02  3.27918438e+02]
 [ 3.11070581e-02 -2.83741369e-02  1.00000000e+00]]",6,"[[ 2.55634752e-03 -1.04578462e-04 -1.17167081e+00]
 [-1.93694699e-04 -4.27819672e-03  1.49908544e+00]
 [-6.22584769e-05  1.27680542e-04  9.87361381e-01]]","[[ 4.02994001e+02  4.22958982e+00  4.71798674e+02]
 [-8.93652937e+00 -2.23704848e+02  3.29040629e+02]
 [ 2.65665785e-02  2.91950693e-02  1.00000000e+00]]"
90,773.332026,"[[ 2.47420801e-03 -2.20757945e-04 -1.08127714e+00]
 [-1.89116317e-04 -4.10881850e-03  1.44081565e+00]
 [-8.26447164e-05 -1.07703085e-04  1.07400041e+00]]","[[ 4.17101030e+02 -3.46353077e+01  4.66391721e+02]
 [-8.23243330e+00 -2.51565803e+02  3.29197642e+02]
 [ 3.12705074e-02 -2.78927623e-02  1.00000000e+00]]",6,"[[ 2.55607303e-03 -1.06120897e-04 -1.16971160e+00]
 [-1.95930022e-04 -4.27641544e-03  1.50483743e+00]
 [-6.17721313e-05  1.28071171e-04  9.86813701e-01]]","[[ 4.02931315e+02  4.11672145e+00  4.71333581e+02]
 [-9.16662488e+00 -2.23721401e+02  3.30297430e+02]
 [ 2.64121855e-02  2.92928244e-02  1.00000000e+00]]"
91,773.399047,"[[ 2.47312062e-03 -2.19580531e-04 -1.08036480e+00]
 [-1.90287913e-04 -4.11075293e-03  1.44574234e+00]
 [-8.41515764e-05 -1.07154943e-04  1.07460143e+00]]","[[ 4.17557893e+02 -3.44555325e+01  4.66152992e+02]
 [-8.11332044e+00 -2.51436272e+02  3.30119345e+02]
 [ 3.18897515e-02 -2.77704142e-02  1.00000000e+00]]",6,"[[ 2.55514298e-03 -1.05469504e-04 -1.16879453e+00]
 [-1.97126946e-04 -4.27727872e-03  1.50952026e+00]
 [-6.29858578e-05  1.27187766e-04  9.87547447e-01]]","[[ 4.03293959e+02  4.06400329e+00  4.71099468e+02]
 [-9.09544766e+00 -2.23720644e+02  3.31204476e+02]
 [ 2.68935388e-02  2.90725308e-02  1.00000000e+00]]"
92,773.432558,"[[ 2.47525531e-03 -2.20616094e-04 -1.08023329e+00]
 [-1.90273103e-04 -4.11561631e-03  1.44755489e+00]
 [-8.28962948e-05 -1.07928310e-04  1.07425295e+00]]","[[ 4.16942655e+02 -3.45663383e+01  4.65841873e+02]
 [-8.25134742e+00 -2.51193485e+02  3.30185713e+02]
 [ 3.13449893e-02 -2.79043307e-02  1.00000000e+00]]",6,"[[ 2.55807051e-03 -1.06380025e-04 -1.16912722e+00]
 [-1.97160273e-04 -4.28286807e-03  1.51160641e+00]
 [-6.09554815e-05  1.26195106e-04  9.86893988e-01]]","[[ 4.02437230e+02  3.87655094e+00  4.70810956e+02]
 [-9.33196396e+00 -2.23495735e+02  3.31268948e+02]
 [ 2.60498125e-02  2.88180548e-02  1.00000000e+00]]"
93,773.499578,"[[ 2.47392551e-03 -2.21299196e-04 -1.07860145e+00]
 [-1.88745385e-04 -4.11277856e-03  1.44459855e+00]
 [-8.42943289e-05 -1.07670057e-04  1.07475733e+00]]","[[ 4.17433415e+02 -3.46475611e+01  4.65496806e+02]
 [-7.93659300e+00 -2.51353728e+02  3.29883594e+02]
 [ 3.19446402e-02 -2.78982636e-02  1.00000000e+00]]",6,"[[ 2.55753553e-03 -1.06809283e-04 -1.16796169e+00]
 [-1.95706872e-04 -4.28115025e-03  1.50903287e+00]
 [-6.16672697e-05  1.26578931e-04  9.87119816e-01]]","[[ 4.02641831e+02  3.86557945e+00  4.70497034e+02]
 [-9.12737534e+00 -2.23568575e+02  3.30974920e+02]
 [ 2.63242165e-02  2.89098146e-02  1.00000000e+00]]"
94,773.566599,"[[ 2.47799513e-03 -2.20144753e-04 -1.08103552e+00]
 [-1.90292603e-04 -4.11830840e-03  1.44918554e+00]
 [-7.97796968e-05 -1.06809647e-04  1.07243298e+00]]","[[ 4.15907690e+02 -3.43080064e+01  4.65604528e+02]
 [-8.63278376e+00 -2.50925048e+02  3.30374588e+02]
 [ 3.00801312e-02 -2.75432579e-02  1.00000000e+00]]",5,"[[ 2.56342208e-03 -1.06043610e-04 -1.17125530e+00]
 [-1.98274418e-04 -4.28998097e-03  1.51538684e+00]
 [-5.52323994e-05  1.26845442e-04  9.83946029e-01]]","[[ 4.00554233e+02  4.01406558e+00  4.70623787e+02]
 [-1.01100283e+01 -2.23049997e+02  3.31487293e+02]
 [ 2.37878722e-02  2.89798231e-02  1.00000000e+00]]"
95,773.63362,"[[ 2.47434383e-03 -2.18241146e-04 -1.07797316e+00]
 [-1.89850710e-04 -4.11163382e-03  1.44941256e+00]
 [-8.34086168e-05 -1.04398484e-04  1.07333446e+00]]","[[ 4.17212891e+02 -3.39484602e+01  4.64859412e+02]
 [-8.11351707e+00 -2.51187367e+02  3.31050557e+02]
 [ 3.16323687e-02 -2.70700100e-02  1.00000000e+00]]",6,"[[ 2.55835647e-03 -1.04002107e-04 -1.16758423e+00]
 [-1.96806365e-04 -4.27853077e-03  1.51346609e+00]
 [-6.01829133e-05  1.28607811e-04  9.85565497e-01]]","[[ 4.02263791e+02  4.34593282e+00  4.69881950e+02]
 [-9.38138858e+00 -2.23513865e+02  3.32121096e+02]
 [ 2.57881660e-02  2.94320164e-02  1.00000000e+00]]"
96,773.66713,"[[ 2.47136153e-03 -2.17675176e-04 -1.07475979e+00]
 [-1.90328679e-04 -4.11038610e-03  1.44934682e+00]
 [-8.49232489e-05 -1.03832400e-04  1.07378948e+00]]","[[ 4.17973921e+02 -3.38571608e+01  4.64050301e+02]
 [-7.96982783e+00 -2.51228465e+02  3.31118466e+02]
 [ 3.22858228e-02 -2.69707563e-02  1.00000000e+00]]",6,"[[ 2.55648787e-03 -1.02999878e-04 -1.16508995e+00]
 [-1.97383333e-04 -4.27803026e-03  1.51371075e+00]
 [-6.05619104e-05  1.29268206e-04  9.85469487e-01]]","[[ 4.02620938e+02  4.48166176e+00  4.69122255e+02]
 [-9.38591271e+00 -2.23488788e+02  3.32188824e+02]
 [ 2.59742119e-02  2.95913908e-02  1.00000000e+00]]"
97,773.734151,"[[ 2.46923433e-03 -2.20599357e-04 -1.07036940e+00]
 [-1.89552574e-04 -4.11034354e-03  1.44749986e+00]
 [-8.76104403e-05 -1.05214165e-04  1.07537239e+00]]","[[ 4.18777527e+02 -3.43280391e+01  4.63036328e+02]
 [-7.55783225e+00 -2.51350845e+02  3.30806930e+02]
 [ 3.33782909e-02 -2.73888043e-02  1.00000000e+00]]",6,"[[ 2.55629435e-03 -1.05400957e-04 -1.16185073e+00]
 [-1.96922662e-04 -4.28015029e-03  1.51274225e+00]
 [-6.14691960e-05  1.27975772e-04  9.86305231e-01]]","[[ 4.02763804e+02  4.08054220e+00  4.68190372e+02]
 [-9.23536437e+00 -2.23485734e+02  3.31891373e+02]
 [ 2.62996375e-02  2.92521889e-02  1.00000000e+00]]"
98,773.801172,"[[ 2.47050971e-03 -2.19989456e-04 -1.07204839e+00]
 [-1.88442508e-04 -4.10906716e-03  1.44904318e+00]
 [-8.69168432e-05 -1.04514027e-04  1.07491644e+00]]","[[ 4.18471620e+02 -3.41917231e+01  4.63447290e+02]
 [-7.51634440e+00 -2.51390767e+02  3.31391521e+02]
 [ 3.31064513e-02 -2.72074155e-02  1.00000000e+00]]",6,"[[ 2.55704396e-03 -1.05312214e-04 -1.16313342e+00]
 [-1.95576377e-04 -4.27753358e-03  1.51375603e+00]
 [-6.12170521e-05  1.27803346e-04  9.86194574e-01]]","[[ 4.02606968e+02  4.08762716e+00  4.68566712e+02]
 [-9.14443100e+00 -2.23621221e+02  3.32461550e+02]
 [ 2.61764780e-02  2.92333516e-02  1.00000000e+00]]"
99,773.834682,"[[ 2.46819483e-03 -2.18526123e-04 -1.07075638e+00]
 [-1.88333244e-04 -4.10619419e-03  1.44941945e+00]
 [-8.92259740e-05 -1.03500748e-04  1.07566406e+00]]","[[ 4.19305375e+02 -3.39901063e+01  4.63192778e+02]
 [-7.19901047e+00 -2.51513206e+02  3.31739025e+02]
 [ 3.40885493e-02 -2.70201509e-02  1.00000000e+00]]",6,"[[ 2.55509584e-03 -1.04000275e-04 -1.16200891e+00]
 [-1.95426178e-04 -4.27440071e-03  1.51405221e+00]
 [-6.31179657e-05  1.28255720e-04  9.86876096e-01]]","[[ 4.03268065e+02  4.24050752e+00  4.68327013e+02]
 [-8.89225542e+00 -2.23748664e+02  3.32801941e+02]
 [ 2.69476003e-02  2.93498832e-02  1.00000000e+00]]"
100,773.901703,"[[ 2.47124628e-03 -2.19151199e-04 -1.07288134e+00]
 [-1.85289322e-04 -4.11525399e-03  1.45222218e+00]
 [-8.76323569e-05 -1.07063185e-04  1.07617193e+00]]","[[ 4.18517989e+02 -3.43483149e+01  4.63589052e+02]
 [-7.06548491e+00 -2.51259855e+02  3.32014521e+02]
 [ 3.33768828e-02 -2.77936111e-02  1.00000000e+00]]",6,"[[ 2.55756167e-03 -1.05015646e-04 -1.16373343e+00]
 [-1.92285999e-04 -4.28274177e-03  1.51660509e+00]
 [-6.21356297e-05  1.23980882e-04  9.87827389e-01]]","[[ 4.02662029e+02  3.69463788e+00  4.68693177e+02]
 [-8.72188092e+00 -2.23639192e+02  3.33076807e+02]
 [ 2.64226377e-02  2.83010505e-02  1.00000000e+00]]"
101,773.968724,"[[ 2.46983710e-03 -2.15393124e-04 -1.07435744e+00]
 [-1.82841606e-04 -4.11037360e-03  1.44906074e+00]
 [-8.75203145e-05 -1.05631017e-04  1.07566279e+00]]","[[ 4.18817527e+02 -3.38695373e+01  4.63936048e+02]
 [-6.85422008e+00 -2.51457096e+02  3.31900227e+02]
 [ 3.34036130e-02 -2.74490682e-02  1.00000000e+00]]",6,"[[ 2.55512594e-03 -1.01360770e-04 -1.16464054e+00]
 [-1.89622392e-04 -4.27685709e-03  1.51297917e+00]
 [-6.30959471e-05  1.25631009e-04  9.87762164e-01]]","[[ 4.03265076e+02  4.21979445e+00  4.69014112e+02]
 [-8.38932037e+00 -2.23837016e+02  3.32964969e+02]
 [ 2.68266508e-02  2.87388232e-02  1.00000000e+00]]"
102,774.035745,"[[ 2.47081704e-03 -2.14240904e-04 -1.07411533e+00]
 [-1.81507352e-04 -4.11523919e-03  1.45073226e+00]
 [-8.66897501e-05 -1.05284697e-04  1.07514527e+00]]","[[ 4.18515362e+02 -3.36466857e+01  4.63515132e+02]
 [-6.79767857e+00 -2.51141396e+02  3.32082970e+02]
 [ 3.30795305e-02 -2.73062342e-02  1.00000000e+00]]",6,"[[ 2.55692970e-03 -1.00073655e-04 -1.16488855e+00]
 [-1.88247882e-04 -4.28221180e-03  1.51480616e+00]
 [-6.14812243e-05  1.25576065e-04  9.86976502e-01]]","[[ 4.02680902e+02  4.33179349e+00  4.68619610e+02]
 [-8.44846866e+00 -2.23557304e+02  3.33143147e+02]
 [ 2.61589210e-02  2.87137237e-02  1.00000000e+00]]"
103,774.102766,"[[ 2.46933603e-03 -2.15043385e-04 -1.07257544e+00]
 [-1.81888230e-04 -4.11154324e-03  1.45086531e+00]
 [-8.89310058e-05 -1.05397408e-04  1.07623405e+00]]","[[ 4.19162982e+02 -3.37997656e+01  4.63303338e+02]
 [-6.54710340e+00 -2.51395655e+02  3.32380278e+02]
 [ 3.39949640e-02 -2.74125295e-02  1.00000000e+00]]",6,"[[ 2.55577744e-03 -1.00915266e-04 -1.16352930e+00]
 [-1.88704642e-04 -4.27823084e-03  1.51491438e+00]
 [-6.33252294e-05  1.25205501e-04  9.87914656e-01]]","[[ 4.03186539e+02  4.19826106e+00  4.68420368e+02]
 [-8.26163824e+00 -2.23788322e+02  3.33437193e+02]
 [ 2.68912729e-02  2.86314053e-02  1.00000000e+00]]"
104,774.136276,"[[ 2.47147197e-03 -2.15075560e-04 -1.07351975e+00]
 [-1.80719762e-04 -4.11420108e-03  1.45170609e+00]
 [-8.67285427e-05 -1.04927193e-04  1.07506979e+00]]","[[ 4.18411816e+02 -3.36889014e+01  4.63299906e+02]
 [-6.69951955e+00 -2.51190339e+02  3.32501649e+02]
 [ 3.31004420e-02 -2.72340334e-02  1.00000000e+00]]",6,"[[ 2.55800743e-03 -1.01091732e-04 -1.16449907e+00]
 [-1.87475181e-04 -4.28095927e-03  1.51575653e+00]
 [-6.10974399e-05  1.25257255e-04  9.86838882e-01]]","[[ 4.02425362e+02  4.20255782e+00  4.68418820e+02]
 [-8.42312388e+00 -2.23634032e+02  3.33555995e+02]
 [ 2.59841978e-02  2.86455582e-02  1.00000000e+00]]"
105,774.203297,"[[ 2.47132640e-03 -2.11788912e-04 -1.07481190e+00]
 [-1.79536129e-04 -4.11464148e-03  1.44809128e+00]
 [-8.60797734e-05 -1.02660182e-04  1.07393861e+00]]","[[ 4.18375544e+02 -3.30949734e+01  4.63340785e+02]
 [-6.67794417e+00 -2.50967193e+02  3.31719026e+02]
 [ 3.28958404e-02 -2.66431856e-02  1.00000000e+00]]",6,"[[ 2.55759056e-03 -9.71238165e-05 -1.16578693e+00]
 [-1.86270714e-04 -4.28188421e-03  1.51221951e+00]
 [-6.07313904e-05  1.28865252e-04  9.85564908e-01]]","[[ 4.02478548e+02  4.96906037e+00  4.68452068e+02]
 [-8.36351149e+00 -2.23336928e+02  3.32788216e+02]
 [ 2.58946394e-02  2.95080996e-02  1.00000000e+00]]"
106,774.270318,"[[ 2.46873702e-03 -2.15225157e-04 -1.07209254e+00]
 [-1.80688124e-04 -4.11284552e-03  1.44508613e+00]
 [-8.83615378e-05 -1.07030101e-04  1.07635082e+00]]","[[ 4.19154216e+02 -3.39864190e+01  4.63125410e+02]
 [-6.55327782e+00 -2.51411804e+02  3.31012887e+02]
 [ 3.37582436e-02 -2.77899386e-02  1.00000000e+00]]",6,"[[ 2.55562811e-03 -1.00324077e-04 -1.16341443e+00]
 [-1.87584422e-04 -4.28212178e-03  1.50990863e+00]
 [-6.26256549e-05  1.25008067e-04  9.87811442e-01]]","[[ 4.03078510e+02  4.22673988e+00  4.68272934e+02]
 [-8.27734810e+00 -2.23640329e+02  3.32094227e+02]
 [ 2.66020313e-02  2.85697719e-02  1.00000000e+00]]"
107,774.337338,"[[ 2.46991537e-03 -2.14974714e-04 -1.07199665e+00]
 [-1.80771275e-04 -4.11299741e-03  1.44452293e+00]
 [-8.61461661e-05 -1.03939548e-04  1.07426037e+00]]","[[ 4.18557312e+02 -3.35727132e+01  4.62819446e+02]
 [-6.84035361e+00 -2.51135521e+02  3.30867817e+02]
 [ 3.29027537e-02 -2.69907315e-02  1.00000000e+00]]",5,"[[ 2.55950445e-03 -1.00664846e-04 -1.16450789e+00]
 [-1.89066309e-04 -4.28812606e-03  1.51211499e+00]
 [-5.77908855e-05  1.27342384e-04  9.84771209e-01]]","[[ 4.01598561e+02  4.47126514e+00  4.68031177e+02]
 [-8.98635710e+00 -2.23132121e+02  3.31992586e+02]
 [ 2.47296838e-02  2.91159758e-02  1.00000000e+00]]"
108,774.370849,"[[ 2.47364880e-03 -2.14650356e-04 -1.07449154e+00]
 [-1.81806217e-04 -4.11512264e-03  1.44499741e+00]
 [-8.24203567e-05 -1.03758184e-04  1.07247766e+00]]","[[ 4.17232616e+02 -3.34392115e+01  4.63070240e+02]
 [-7.42640311e+00 -2.50956596e+02  3.30684764e+02]
 [ 3.13460243e-02 -2.68489249e-02  1.00000000e+00]]",5,"[[ 2.56272866e-03 -1.00085454e-04 -1.16681540e+00]
 [-1.90022968e-04 -4.28988065e-03  1.51240020e+00]
 [-5.45227524e-05  1.28252380e-04  9.82975590e-01]]","[[ 4.00516619e+02  4.65505657e+00  4.68260509e+02]
 [-9.47329841e+00 -2.22965783e+02  3.31808752e+02]
 [ 2.34514893e-02  2.93493543e-02  1.00000000e+00]]"
109,774.43787,"[[ 2.47414287e-03 -2.13381192e-04 -1.07665039e+00]
 [-1.83208633e-04 -4.11227570e-03  1.44396541e+00]
 [-8.22311835e-05 -1.02203908e-04  1.07190374e+00]]","[[ 4.17134701e+02 -3.31682189e+01  4.63662904e+02]
 [-7.60203723e+00 -2.50993399e+02  3.30478417e+02]
 [ 3.12756838e-02 -2.64762285e-02  1.00000000e+00]]",5,"[[ 2.56233873e-03 -9.86700696e-05 -1.16853526e+00]
 [-1.91345365e-04 -4.28627083e-03  1.51103957e+00]
 [-5.51619283e-05  1.30514633e-04  9.82581686e-01]]","[[ 4.00738143e+02  5.05006096e+00  4.68811717e+02]
 [-9.51307931e+00 -2.22986953e+02  3.31601683e+02]
 [ 2.37609606e-02  2.99024824e-02  1.00000000e+00]]"
