world_index,world_timestamp,img_to_surf_trans,surf_to_img_trans,num_detected_markers,dist_img_to_surf_trans,surf_to_dist_img_trans
668,809.556769,"[[ 2.44776545e-03 -2.25454513e-04 -1.03249141e+00]
 [-2.03656881e-04 -4.08908160e-03  1.47279102e+00]
 [-9.77963526e-05 -9.63961917e-05  1.07683785e+00]]","[[ 4.23798558e+02 -3.40432858e+01  4.52906646e+02]
 [-7.48599080e+00 -2.52100002e+02  3.37619445e+02]
 [ 3.78184444e-02 -2.56591922e-02  1.00000000e+00]]",6,"[[ 2.54996345e-03 -1.09876156e-04 -1.13253485e+00]
 [-2.12369206e-04 -4.26296297e-03  1.54083399e+00]
 [-5.65704599e-05  1.28147699e-04  9.82560360e-01]]","[[ 4.02623447e+02  3.41221651e+00  4.58727466e+02]
 [-1.11531891e+01 -2.24112776e+02  3.38594168e+02]
 [ 2.46354830e-02  2.94257416e-02  1.00000000e+00]]"
669,809.62379,"[[ 2.44764653e-03 -2.26685238e-04 -1.03177870e+00]
 [-2.05951230e-04 -4.08756672e-03  1.47228387e+00]
 [-9.86195324e-05 -9.80987631e-05  1.07774920e+00]]","[[ 4.23906701e+02 -3.43752130e+01  4.52784355e+02]
 [-7.63737032e+00 -2.52317482e+02  3.37372445e+02]
 [ 3.80944509e-02 -2.61119194e-02  1.00000000e+00]]",6,"[[ 2.55008021e-03 -1.10725990e-04 -1.13203425e+00]
 [-2.14870752e-04 -4.26197311e-03  1.54058729e+00]
 [-5.70960255e-05  1.27145860e-04  9.83164959e-01]]","[[ 4.02684121e+02  3.21988829e+00  4.58612455e+02]
 [-1.13193274e+01 -2.24245119e+02  3.38351475e+02]
 [ 2.48492059e-02  2.91870465e-02  1.00000000e+00]]"
670,809.69081,"[[ 2.44904194e-03 -2.25424094e-04 -1.03211113e+00]
 [-2.05702511e-04 -4.08722795e-03  1.47385092e+00]
 [-9.70434222e-05 -9.66118324e-05  1.07655287e+00]]","[[ 4.23394642e+02 -3.40482848e+01  4.52529952e+02]
 [-7.79841087e+00 -2.52219811e+02  3.37824166e+02]
 [ 3.74661082e-02 -2.57038749e-02  1.00000000e+00]]",6,"[[ 2.55172107e-03 -1.09601814e-04 -1.13250470e+00]
 [-2.14514377e-04 -4.26117402e-03  1.54198285e+00]
 [-5.52861847e-05  1.28065605e-04  9.81953911e-01]]","[[ 4.02112170e+02  3.43319474e+00  4.58371813e+02]
 [-1.15072717e+01 -2.24199026e+02  3.38792900e+02]
 [ 2.41405764e-02  2.94331454e-02  1.00000000e+00]]"
671,809.791342,"[[ 2.44603878e-03 -2.29446010e-04 -1.02756212e+00]
 [-2.08591513e-04 -4.08753938e-03  1.47530553e+00]
 [-9.95730435e-05 -9.76226725e-05  1.07796970e+00]]","[[ 4.24264461e+02 -3.46052508e+01  4.51785805e+02]
 [-7.75966349e+00 -2.52279792e+02  3.37872425e+02]
 [ 3.84869674e-02 -2.60433830e-02  1.00000000e+00]]",6,"[[ 2.55030059e-03 -1.13273707e-04 -1.12885482e+00]
 [-2.17638606e-04 -4.26283014e-03  1.54402686e+00]
 [-5.62617048e-05  1.27134571e-04  9.82671926e-01]]","[[ 4.02459796e+02  2.95568425e+00  4.57685839e+02]
 [-1.16552868e+01 -2.24170673e+02  3.38839857e+02]
 [ 2.45502731e-02  2.91716223e-02  1.00000000e+00]]"
672,809.824852,"[[ 2.44709945e-03 -2.26176481e-04 -1.02813646e+00]
 [-2.09147469e-04 -4.08913251e-03  1.47560433e+00]
 [-9.70021153e-05 -9.43090570e-05  1.07563843e+00]]","[[ 4.23646532e+02 -3.38425351e+01  4.51364164e+02]
 [-8.13922751e+00 -2.51890650e+02  3.37774003e+02]
 [ 3.74912293e-02 -2.51370410e-02  1.00000000e+00]]",5,"[[ 2.55483794e-03 -1.12564310e-04 -1.13034470e+00]
 [-2.20900989e-04 -4.27507632e-03  1.54949856e+00]
 [-5.04448026e-05  1.27113596e-04  9.80003284e-01]]","[[ 4.00708329e+02  3.04821484e+00  4.57361048e+02]
 [-1.26353921e+01 -2.23507005e+02  3.38816653e+02]
 [ 2.22650097e-02  2.91473980e-02  1.00000000e+00]]"
673,809.891873,"[[ 2.44370763e-03 -2.29280194e-04 -1.02506940e+00]
 [-2.09234634e-04 -4.08670823e-03  1.47390096e+00]
 [-9.99980716e-05 -9.67088372e-05  1.07775853e+00]]","[[ 4.24721036e+02 -3.45044875e+01  4.51144412e+02]
 [-7.78470787e+00 -2.52247046e+02  3.37559191e+02]
 [ 3.87085172e-02 -2.58359363e-02  1.00000000e+00]]",6,"[[ 2.54883798e-03 -1.12806983e-04 -1.12688771e+00]
 [-2.18539051e-04 -4.26333088e-03  1.54319312e+00]
 [-5.60088364e-05  1.28297872e-04  9.82168033e-01]]","[[ 4.02646059e+02  3.10176158e+00  4.57101293e+02]
 [-1.17718624e+01 -2.24059169e+02  3.38537794e+02]
 [ 2.44989058e-02  2.94451047e-02  1.00000000e+00]]"
674,809.958894,"[[ 2.44303038e-03 -2.28711604e-04 -1.02560231e+00]
 [-2.08354743e-04 -4.08618298e-03  1.47254570e+00]
 [-1.01261188e-04 -9.64573646e-05  1.07824871e+00]]","[[ 4.25099366e+02 -3.44490314e+01  4.51389979e+02]
 [-7.53181230e+00 -2.52269127e+02  3.37355539e+02]
 [ 3.92484291e-02 -2.58025488e-02  1.00000000e+00]]",6,"[[ 2.54780456e-03 -1.12248797e-04 -1.12720652e+00]
 [-2.17641519e-04 -4.26274711e-03  1.54178643e+00]
 [-5.76023171e-05  1.28700458e-04  9.82798847e-01]]","[[ 4.03107094e+02  3.19281237e+00  4.57328892e+02]
 [-1.14916384e+01 -2.24072809e+02  3.38338784e+02]
 [ 2.51311668e-02  2.95301391e-02  1.00000000e+00]]"
675,810.025914,"[[ 2.44137960e-03 -2.26200555e-04 -1.02538329e+00]
 [-2.06894188e-04 -4.08431091e-03  1.47036663e+00]
 [-1.01876129e-04 -9.55205700e-05  1.07817484e+00]]","[[ 4.25542616e+02 -3.41209548e+01  4.51239059e+02]
 [-7.31400769e+00 -2.52319165e+02  3.37145707e+02]
 [ 3.95612982e-02 -2.55782089e-02  1.00000000e+00]]",6,"[[ 2.54619326e-03 -1.09552282e-04 -1.12705149e+00]
 [-2.16129640e-04 -4.26110529e-03  1.53963005e+00]
 [-5.82500105e-05  1.29891661e-04  9.82710759e-01]]","[[ 4.03504840e+02  3.56253146e+00  4.57190225e+02]
 [-1.12854181e+01 -2.24083428e+02  3.38132384e+02]
 [ 2.54093513e-02  2.98298210e-02  1.00000000e+00]]"
676,810.092935,"[[ 2.44337921e-03 -2.26312908e-04 -1.02499714e+00]
 [-2.06030345e-04 -4.08472486e-03  1.47052617e+00]
 [-1.00819383e-04 -9.73576701e-05  1.07827916e+00]]","[[ 4.24976470e+02 -3.42888571e+01  4.50738870e+02]
 [-7.37005219e+00 -2.52444912e+02  3.37271257e+02]
 [ 3.90699699e-02 -2.59992319e-02  1.00000000e+00]]",6,"[[ 2.54902718e-03 -1.09278074e-04 -1.12723214e+00]
 [-2.15304355e-04 -4.26188265e-03  1.53994885e+00]
 [-5.64092151e-05  1.28109088e-04  9.82429432e-01]]","[[ 4.02701093e+02  3.40314711e+00  4.56721802e+02]
 [-1.14496130e+01 -2.24176732e+02  3.38257707e+02]
 [ 2.46153578e-02  2.94281141e-02  1.00000000e+00]]"
677,810.159956,"[[ 2.44393690e-03 -2.26252635e-04 -1.02253840e+00]
 [-2.04869718e-04 -4.08204748e-03  1.47053290e+00]
 [-9.96543223e-05 -9.44408742e-05  1.07670094e+00]]","[[ 4.24666052e+02 -3.39408145e+01  4.49659149e+02]
 [-7.38713698e+00 -2.52378030e+02  3.37676464e+02]
 [ 3.86571224e-02 -2.52782826e-02  1.00000000e+00]]",6,"[[ 2.55166811e-03 -1.08904814e-04 -1.12597370e+00]
 [-2.14112710e-04 -4.26023474e-03  1.54032328e+00]
 [-5.33370335e-05  1.30420856e-04  9.80139340e-01]]","[[ 4.01735330e+02  3.68170332e+00  4.55723368e+02]
 [-1.17223927e+01 -2.24061781e+02  3.38654371e+02]
 [ 2.34213793e-02  3.00148144e-02  1.00000000e+00]]"
678,810.226977,"[[ 2.44376336e-03 -2.28128547e-04 -1.02170495e+00]
 [-2.05455308e-04 -4.08356888e-03  1.47175276e+00]
 [-9.96144282e-05 -9.55217006e-05  1.07705457e+00]]","[[ 4.24653910e+02 -3.42406624e+01  4.49619548e+02]
 [-7.44840215e+00 -2.52369145e+02  3.37786891e+02]
 [ 3.86147308e-02 -2.55489319e-02  1.00000000e+00]]",6,"[[ 2.55158613e-03 -1.10826972e-04 -1.12518039e+00]
 [-2.14718587e-04 -4.26170244e-03  1.54155068e+00]
 [-5.31808423e-05  1.29295998e-04  9.80433141e-01]]","[[ 4.01694975e+02  3.37889809e+00  4.55686929e+02]
 [-1.17945921e+01 -2.24063548e+02  3.38762794e+02]
 [ 2.33442442e-02  2.97319739e-02  1.00000000e+00]]"
679,810.293998,"[[ 2.44122880e-03 -2.27112642e-04 -1.02045575e+00]
 [-2.06634767e-04 -4.08220697e-03  1.47114055e+00]
 [-1.02130738e-04 -9.43103677e-05  1.07774154e+00]]","[[ 4.25548783e+02 -3.40581517e+01  4.49419472e+02]
 [-7.23595302e+00 -2.52363152e+02  3.37629835e+02]
 [ 3.96933627e-02 -2.53111204e-02  1.00000000e+00]]",6,"[[ 2.54921244e-03 -1.09706237e-04 -1.12402871e+00]
 [-2.16011851e-04 -4.26072210e-03  1.54110999e+00]
 [-5.55570246e-05  1.30676458e-04  9.81058310e-01]]","[[ 4.02510767e+02  3.60635858e+00  4.55503878e+02]
 [-1.16029954e+01 -2.24018119e+02  3.38608274e+02]
 [ 2.43395716e-02  3.00433241e-02  1.00000000e+00]]"
680,810.327508,"[[ 2.44042987e-03 -2.29198437e-04 -1.01940549e+00]
 [-2.06933293e-04 -4.08595458e-03  1.47091079e+00]
 [-1.03517255e-04 -9.79695893e-05  1.07955791e+00]]","[[ 4.25886469e+02 -3.46648061e+01  4.49387512e+02]
 [-7.09975396e+00 -2.52428479e+02  3.37232715e+02]
 [ 4.01933398e-02 -2.62317747e-02  1.00000000e+00]]",6,"[[ 2.54875066e-03 -1.11570395e-04 -1.12317475e+00]
 [-2.16436166e-04 -4.26550395e-03  1.54126122e+00]
 [-5.66839760e-05  1.27385926e-04  9.82734073e-01]]","[[ 4.02739530e+02  3.06838060e+00  4.55482013e+02]
 [-1.15029426e+01 -2.24037339e+02  3.38219927e+02]
 [ 2.47210222e-02  2.92176009e-02  1.00000000e+00]]"
681,810.394529,"[[ 2.44062012e-03 -2.26645329e-04 -1.02010454e+00]
 [-2.06444561e-04 -4.08021801e-03  1.46915004e+00]
 [-1.02268172e-04 -9.41759789e-05  1.07771737e+00]]","[[ 4.25681270e+02 -3.40157108e+01  4.49295511e+02]
 [-7.22051240e+00 -2.52469903e+02  3.37333794e+02]
 [ 3.97633438e-02 -2.52898632e-02  1.00000000e+00]]",6,"[[ 2.54886194e-03 -1.08991828e-04 -1.12386035e+00]
 [-2.15944778e-04 -4.25937281e-03  1.53937399e+00]
 [-5.55088344e-05  1.31185592e-04  9.80895541e-01]]","[[ 4.02565025e+02  3.72466501e+00  4.55393262e+02]
 [-1.16148322e+01 -2.24059108e+02  3.38320748e+02]
 [ 2.43345117e-02  3.01765859e-02  1.00000000e+00]]"
682,810.46155,"[[ 2.44322195e-03 -2.25132744e-04 -1.02026491e+00]
 [-2.08629138e-04 -4.08332579e-03  1.47357846e+00]
 [-9.98300279e-05 -9.39121984e-05  1.07653442e+00]]","[[ 4.24749746e+02 -3.37387618e+01  4.48730635e+02]
 [-7.73078571e+00 -2.52244673e+02  3.37950055e+02]
 [ 3.87138237e-02 -2.51334214e-02  1.00000000e+00]]",5,"[[ 2.55538379e-03 -1.10753330e-04 -1.12498137e+00]
 [-2.20965978e-04 -4.27340706e-03  1.54920611e+00]
 [-4.92999427e-05  1.26819614e-04  9.79436390e-01]]","[[ 4.00377624e+02  3.12424851e+00  4.54932314e+02]
 [-1.27958518e+01 -2.23613397e+02  3.38999192e+02]
 [ 2.18098481e-02  2.91112219e-02  1.00000000e+00]]"
683,810.52857,"[[ 2.44327008e-03 -2.28053216e-04 -1.01861853e+00]
 [-2.04649467e-04 -4.08258801e-03  1.47193331e+00]
 [-1.00806781e-04 -9.64939015e-05  1.07782865e+00]]","[[ 4.24914675e+02 -3.43353318e+01  4.48462080e+02]
 [-7.20410515e+00 -2.52530433e+02  3.38059041e+02]
 [ 3.90963148e-02 -2.58193924e-02  1.00000000e+00]]",6,"[[ 2.55311882e-03 -1.10375818e-04 -1.12328016e+00]
 [-2.14044561e-04 -4.26201781e-03  1.54226963e+00]
 [-5.25732051e-05  1.27889789e-04  9.80542143e-01]]","[[ 4.01311623e+02  3.24875896e+00  4.54620870e+02]
 [-1.18108123e+01 -2.24151489e+02  3.39032020e+02]
 [ 2.30573675e-02  2.94097347e-02  1.00000000e+00]]"
684,810.595591,"[[ 2.44239314e-03 -2.26645371e-04 -1.01787699e+00]
 [-2.05309657e-04 -4.08202469e-03  1.47318487e+00]
 [-1.01516319e-04 -9.45232937e-05  1.07747722e+00]]","[[ 4.25204727e+02 -3.39859526e+01  4.48152122e+02]
 [-7.15465380e+00 -2.52414174e+02  3.38355354e+02]
 [ 3.94337224e-02 -2.53454528e-02  1.00000000e+00]]",6,"[[ 2.55271903e-03 -1.09045523e-04 -1.12277907e+00]
 [-2.14730303e-04 -4.26148631e-03  1.54357271e+00]
 [-5.28108401e-05  1.29419817e-04  9.80078698e-01]]","[[ 4.01434978e+02  3.52571999e+00  4.54331461e+02]
 [-1.18269747e+01 -2.24052202e+02  3.39321511e+02]
 [ 2.31927940e-02  2.97761714e-02  1.00000000e+00]]"
685,810.662612,"[[ 2.44310340e-03 -2.28262747e-04 -1.01807760e+00]
 [-2.02788465e-04 -4.08604267e-03  1.47304052e+00]
 [-1.01128513e-04 -9.59986347e-05  1.07780987e+00]]","[[ 4.25027806e+02 -3.42766832e+01  4.48318621e+02]
 [-6.94003476e+00 -2.52294947e+02  3.38255566e+02]
 [ 3.92612812e-02 -2.56875738e-02  1.00000000e+00]]",6,"[[ 2.55338550e-03 -1.10772822e-04 -1.12291399e+00]
 [-2.12153006e-04 -4.26561070e-03  1.54343506e+00]
 [-5.25195659e-05  1.27820398e-04  9.80509458e-01]]","[[ 4.01250947e+02  3.19896623e+00  4.54491186e+02]
 [-1.16312038e+01 -2.23965904e+02  3.39227720e+02]
 [ 2.30086823e-02  2.93678139e-02  1.00000000e+00]]"
686,810.696122,"[[ 2.44652535e-03 -2.26233008e-04 -1.02115011e+00]
 [-2.05719067e-04 -4.08964454e-03  1.47511178e+00]
 [-9.71136094e-05 -9.30466868e-05  1.07503199e+00]]","[[ 4.23722801e+02 -3.36474052e+01  4.48654807e+02]
 [-7.74984699e+00 -2.51784285e+02  3.38125946e+02]
 [ 3.76064652e-02 -2.48321118e-02  1.00000000e+00]]",5,"[[ 2.55919614e-03 -1.12248030e-04 -1.12602212e+00]
 [-2.17982684e-04 -4.28020496e-03  1.55089451e+00]
 [-4.61825680e-05  1.26787860e-04  9.78003570e-01]]","[[ 3.99212038e+02  3.00472787e+00  4.54867018e+02]
 [-1.28947906e+01 -2.23248474e+02  3.39175668e+02]
 [ 2.05229721e-02  2.90837000e-02  1.00000000e+00]]"
687,810.763143,"[[ 2.44344511e-03 -2.26152325e-04 -1.01913302e+00]
 [-2.04456766e-04 -4.08547151e-03  1.47204933e+00]
 [-1.00350817e-04 -9.52123769e-05  1.07716323e+00]]","[[ 4.24830018e+02 -3.39656669e+01  4.48360491e+02]
 [-7.23032642e+00 -2.52243770e+02  3.37875075e+02]
 [ 3.89389662e-02 -2.54605899e-02  1.00000000e+00]]",6,"[[ 2.55343190e-03 -1.08331938e-04 -1.12389686e+00]
 [-2.13858598e-04 -4.26532877e-03  1.54251221e+00]
 [-5.20293519e-05  1.29316208e-04  9.79829949e-01]]","[[ 4.01192095e+02  3.59078137e+00  4.54527558e+02]
 [-1.18457466e+01 -2.23874396e+02  3.38850218e+02]
 [ 2.28668370e-02  2.97372151e-02  1.00000000e+00]]"
688,810.830164,"[[ 2.44185754e-03 -2.26204241e-04 -1.01718432e+00]
 [-2.06270242e-04 -4.08183094e-03  1.47239283e+00]
 [-1.02024882e-04 -9.49616768e-05  1.07780015e+00]]","[[ 4.25366074e+02 -3.39923698e+01  4.47880641e+02]
 [-7.19972515e+00 -2.52454496e+02  3.38085631e+02]
 [ 3.96309332e-02 -2.54607218e-02  1.00000000e+00]]",6,"[[ 2.55250641e-03 -1.08239069e-04 -1.12234433e+00]
 [-2.15773438e-04 -4.26193365e-03  1.54301321e+00]
 [-5.30624529e-05  1.29415293e-04  9.80215579e-01]]","[[ 4.01514959e+02  3.59117716e+00  4.54080523e+02]
 [-1.18903687e+01 -2.24037732e+02  3.39056123e+02]
 [ 2.33052450e-02  2.97735173e-02  1.00000000e+00]]"
689,810.897185,"[[ 2.43811619e-03 -2.28859764e-04 -1.01174575e+00]
 [-2.09491412e-04 -4.08219616e-03  1.47460101e+00]
 [-1.05390881e-04 -9.74992793e-05  1.08006505e+00]]","[[ 4.26491824e+02 -3.45799811e+01  4.46725842e+02]
 [-7.08490942e+00 -2.52648997e+02  3.38302160e+02]
 [ 4.09767688e-02 -2.61813026e-02  1.00000000e+00]]",6,"[[ 2.55066723e-03 -1.10550516e-04 -1.11799469e+00]
 [-2.19338908e-04 -4.26379010e-03  1.54593932e+00]
 [-5.46802899e-05  1.26742858e-04  9.81771213e-01]]","[[ 4.02027574e+02  3.04250138e+00  4.53019159e+02]
 [-1.20010205e+01 -2.24137036e+02  3.39269655e+02]
 [ 2.39404330e-02  2.91046764e-02  1.00000000e+00]]"
690,810.964206,"[[ 2.43911031e-03 -2.29910020e-04 -1.01181347e+00]
 [-2.09230893e-04 -4.08097833e-03  1.47328530e+00]
 [-1.04034995e-04 -9.55299633e-05  1.07877204e+00]]","[[ 4.26082443e+02 -3.44607994e+01  4.46699142e+02]
 [-7.24242839e+00 -2.52545959e+02  3.38110603e+02]
 [ 4.04493389e-02 -2.56873874e-02  1.00000000e+00]]",6,"[[ 2.55191116e-03 -1.11491543e-04 -1.11820675e+00]
 [-2.19160721e-04 -4.26300682e-03  1.54479612e+00]
 [-5.30858215e-05  1.28966877e-04  9.80317212e-01]]","[[ 4.01561626e+02  3.20221550e+00  4.52998423e+02]
 [-1.21835476e+01 -2.23999420e+02  3.39083824e+02]
 [ 2.33480577e-02  2.96419338e-02  1.00000000e+00]]"
691,811.031226,"[[ 2.43733037e-03 -2.28133483e-04 -1.01118732e+00]
 [-2.08149665e-04 -4.07981011e-03  1.47021936e+00]
 [-1.04801919e-04 -9.54298178e-05  1.07900697e+00]]","[[ 4.26553860e+02 -3.42952346e+01  4.46472900e+02]
 [-7.05743100e+00 -2.52611198e+02  3.37585852e+02]
 [ 4.08061996e-02 -2.56725375e-02  1.00000000e+00]]",6,"[[ 2.55028767e-03 -1.09264703e-04 -1.11775681e+00]
 [-2.18134415e-04 -4.26261658e-03  1.54197033e+00]
 [-5.38236805e-05  1.29702399e-04  9.80457407e-01]]","[[ 4.01965912e+02  3.47382109e+00  4.52792343e+02]
 [-1.20128676e+01 -2.23987744e+02  3.38571559e+02]
 [ 2.36556758e-02  2.98215114e-02  1.00000000e+00]]"
692,811.064737,"[[ 2.43860170e-03 -2.29632800e-04 -1.01106296e+00]
 [-2.07053915e-04 -4.08240403e-03  1.46929511e+00]
 [-1.04299050e-04 -9.77393042e-05  1.07952020e+00]]","[[ 4.26219209e+02 -3.46613188e+01  4.46366971e+02]
 [-7.02524006e+00 -2.52633331e+02  3.37270164e+02]
 [ 4.05435826e-02 -2.62221573e-02  1.00000000e+00]]",6,"[[ 2.55203663e-03 -1.10479884e-04 -1.11793650e+00]
 [-2.17115098e-04 -4.26608425e-03  1.54135315e+00]
 [-5.29392150e-05  1.27720110e-04  9.80762417e-01]]","[[ 4.01503122e+02  3.15533463e+00  4.52700373e+02]
 [-1.20372115e+01 -2.23968138e+02  3.38264548e+02]
 [ 2.32397303e-02  2.93366423e-02  1.00000000e+00]]"
693,811.131758,"[[ 2.43807397e-03 -2.28379985e-04 -1.01120955e+00]
 [-2.06643670e-04 -4.07983543e-03  1.46857293e+00]
 [-1.04493985e-04 -9.67159825e-05  1.07926894e+00]]","[[ 4.26370633e+02 -3.44485629e+01  4.46357961e+02]
 [-6.96078910e+00 -2.52715466e+02  3.37350833e+02]
 [ 4.06571015e-02 -2.59817467e-02  1.00000000e+00]]",6,"[[ 2.55144704e-03 -1.09205598e-04 -1.11806260e+00]
 [-2.16624512e-04 -4.26321098e-03  1.54048636e+00]
 [-5.31687895e-05  1.28746462e-04  9.80508593e-01]]","[[ 4.01655049e+02  3.38221547e+00  4.52688774e+02]
 [-1.19710336e+01 -2.24040607e+02  3.38341893e+02]
 [ 2.33519024e-02  2.96012334e-02  1.00000000e+00]]"
694,811.198778,"[[ 2.44064756e-03 -2.27400683e-04 -1.01161405e+00]
 [-2.05240839e-04 -4.08073980e-03  1.47091121e+00]
 [-1.03067604e-04 -9.70964873e-05  1.07878681e+00]]","[[ 4.25673789e+02 -3.43324063e+01  4.45980156e+02]
 [-6.97637296e+00 -2.52707676e+02  3.38021519e+02]
 [ 4.00410866e-02 -2.60251482e-02  1.00000000e+00]]",6,"[[ 2.55461135e-03 -1.08490568e-04 -1.11876521e+00]
 [-2.15051504e-04 -4.26368949e-03  1.54266069e+00]
 [-5.12384112e-05  1.27300351e-04  9.80022341e-01]]","[[ 4.00799967e+02  3.30688949e+00  4.52336271e+02]
 [-1.20666021e+01 -2.24110184e+02  3.38998676e+02]
 [ 2.25223806e-02  2.92837660e-02  1.00000000e+00]]"
695,811.265799,"[[ 2.43914225e-03 -2.26749853e-04 -1.00999305e+00]
 [-2.02579282e-04 -4.08084853e-03  1.46950925e+00]
 [-1.03667053e-04 -9.35441768e-05  1.07779979e+00]]","[[ 4.26099940e+02 -3.38879913e+01  4.45497111e+02]
 [-6.60021620e+00 -2.52427850e+02  3.37983819e+02]
 [ 4.04111353e-02 -2.51681470e-02  1.00000000e+00]]",6,"[[ 2.55429048e-03 -1.07462254e-04 -1.11783262e+00]
 [-2.12264981e-04 -4.26444698e-03  1.54140076e+00]
 [-5.07277546e-05  1.30932494e-04  9.78542378e-01]]","[[ 4.00786300e+02  3.77485627e+00  4.51889917e+02]
 [-1.18656141e+01 -2.23790779e+02  3.38960800e+02]
 [ 2.23644719e-02  3.01397011e-02  1.00000000e+00]]"
696,811.33282,"[[ 2.43585111e-03 -2.25784673e-04 -1.00742117e+00]
 [-2.04088219e-04 -4.07760308e-03  1.46852986e+00]
 [-1.06811328e-04 -9.38239006e-05  1.07922130e+00]]","[[ 4.27203180e+02 -3.38920016e+01  4.44899430e+02]
 [-6.35372454e+00 -2.52664717e+02  3.37877694e+02]
 [ 4.17282421e-02 -2.53201442e-02  1.00000000e+00]]",6,"[[ 2.55166301e-03 -1.06249162e-04 -1.11566752e+00]
 [-2.14015010e-04 -4.26195715e-03  1.54080266e+00]
 [-5.33301440e-05  1.30762989e-04  9.79759694e-01]]","[[ 4.01656007e+02  3.83465529e+00  4.51341403e+02]
 [-1.17006965e+01 -2.23945565e+02  3.38860474e+02]
 [ 2.34245100e-02  3.00974763e-02  1.00000000e+00]]"
697,811.399841,"[[ 2.43524223e-03 -2.24704496e-04 -1.00727791e+00]
 [-2.00590083e-04 -4.07672495e-03  1.46505440e+00]
 [-1.07042902e-04 -9.44233509e-05  1.07947561e+00]]","[[ 4.27397818e+02 -3.38591629e+01  4.44765859e+02]
 [-5.98707603e+00 -2.52781651e+02  3.37486291e+02]
 [ 4.18579005e-02 -2.54687306e-02  1.00000000e+00]]",6,"[[ 2.55130869e-03 -1.04928434e-04 -1.11569924e+00]
 [-2.10463705e-04 -4.26179414e-03  1.53749962e+00]
 [-5.34849645e-05  1.30365464e-04  9.80007646e-01]]","[[ 4.01737758e+02  3.91161624e+00  4.51225463e+02]
 [-1.13832254e+01 -2.24008812e+02  3.38480225e+02]
 [ 2.34395204e-02  3.00122409e-02  1.00000000e+00]]"
698,811.466862,"[[ 2.43817139e-03 -2.23740976e-04 -1.00961699e+00]
 [-1.96993658e-04 -4.08115001e-03  1.46263996e+00]
 [-1.04321249e-04 -9.53581717e-05  1.07855047e+00]]","[[ 4.26454647e+02 -3.37772930e+01  4.45004556e+02]
 [-5.99154185e+00 -2.52572556e+02  3.36909175e+02]
 [ 4.07184827e-02 -2.55978253e-02  1.00000000e+00]]",6,"[[ 2.55384089e-03 -1.03628092e-04 -1.11791085e+00]
 [-2.06771392e-04 -4.26654564e-03  1.53508601e+00]
 [-5.12403884e-05  1.30129792e-04  9.79159316e-01]]","[[ 4.00951308e+02  4.03069110e+00  4.51448861e+02]
 [-1.13399279e+01 -2.23799731e+02  3.37917234e+02]
 [ 2.24892546e-02  2.99538044e-02  1.00000000e+00]]"
699,811.533882,"[[ 2.43562408e-03 -2.21990695e-04 -1.00900921e+00]
 [-1.95674575e-04 -4.07798593e-03  1.45899211e+00]
 [-1.06023438e-04 -9.42332838e-05  1.07887572e+00]]","[[ 4.27246013e+02 -3.35391631e+01  4.44934043e+02]
 [-5.65576133e+00 -2.52685216e+02  3.36423384e+02]
 [ 4.14923881e-02 -2.53664946e-02  1.00000000e+00]]",6,"[[ 2.55130768e-03 -1.01578417e-04 -1.11735958e+00]
 [-2.05546984e-04 -4.26393319e-03  1.53162526e+00]
 [-5.30224851e-05  1.31860151e-04  9.79438301e-01]]","[[ 4.01690536e+02  4.38969472e+00  4.51390761e+02]
 [-1.10197881e+01 -2.23827398e+02  3.37445075e+02]
 [ 2.32293359e-02  3.03711494e-02  1.00000000e+00]]"
700,811.600903,"[[ 2.43620079e-03 -2.22067349e-04 -1.00769306e+00]
 [-1.99601404e-04 -4.08063920e-03  1.46410839e+00]
 [-1.06154434e-04 -9.71933377e-05  1.07993030e+00]]","[[ 4.27066204e+02 -3.38246016e+01  4.44356950e+02]
 [-6.02208367e+00 -2.52760041e+02  3.37058498e+02]
 [ 4.14375489e-02 -2.60731859e-02  1.00000000e+00]]",5,"[[ 2.55577859e-03 -1.05929852e-04 -1.11663629e+00]
 [-2.12652922e-04 -4.27912569e-03  1.54286264e+00]
 [-4.94669606e-05  1.22933546e-04  9.80736139e-01]]","[[ 4.00251222e+02  3.04614940e+00  4.50921743e+02]
 [-1.20663737e+01 -2.23679389e+02  3.38146835e+02]
 [ 2.17006111e-02  2.81914606e-02  1.00000000e+00]]"
701,811.667924,"[[ 2.43543543e-03 -2.22988718e-04 -1.00588688e+00]
 [-1.95310873e-04 -4.07635924e-03  1.46172182e+00]
 [-1.06793072e-04 -9.51793766e-05  1.07951164e+00]]","[[ 4.27363312e+02 -3.37428311e+01  4.43906080e+02]
 [-5.48963592e+00 -2.52892682e+02  3.37316231e+02]
 [ 4.17938438e-02 -2.56353589e-02  1.00000000e+00]]",6,"[[ 2.55304915e-03 -1.02662451e-04 -1.11526096e+00]
 [-2.05125053e-04 -4.26269181e-03  1.53454988e+00]
 [-5.20178126e-05  1.29586613e-04  9.79589137e-01]]","[[ 4.01189991e+02  4.03119854e+00  4.50439313e+02]
 [-1.11074129e+01 -2.24041051e+02  3.38319906e+02]
 [ 2.27732188e-02  2.98517144e-02  1.00000000e+00]]"
