1603289777.000000, 1603289777.000000, 1603289777.000000
32.000000, 32.000000, 32.000000
-19,6,59
-19,6,59
-19,5,59
-19,6,59
-19,6,59
-19,6,59
-19,6,59
-19,6,59
-19,6,59
-19,6,59
-19,6,59
-19,6,59
-19,6,59
-19,6,59
-19,6,59
-20,6,59
-19,6,59
-19,6,59
-19,6,59
-19,6,59
-20,6,59
-19,6,59
-19,6,59
-19,6,59
-19,6,59
-19,6,59
-19,6,59
-19,6,59
-19,6,59
-19,6,59
-19,6,59
-19,6,59
-19,6,59
-19,6,59
-19,6,59
-19,6,59
-19,6,59
-19,6,59
-19,6,59
-19,6,59
-19,6,59
-20,6,59
-19,6,59
-19,6,59
-19,6,59
-19,6,59
-19,6,59
-19,6,59
-19,6,59
-19,6,59
-19,6,59
-19,6,59
-19,6,59
-19,6,59
-19,6,59
-19,6,59
-19,6,59
-18,6,59
-20,6,59
-19,6,59
-19,6,59
-19,6,59
-19,6,59
-19,6,59
-19,6,59
-19,6,59
-19,5,59
-19,6,59
-19,6,59
-19,6,59
-19,6,59
-19,6,59
-19,6,59
-19,6,59
-19,6,59
-19,6,59
-19,5,59
-19,6,59
-19,6,59
-19,6,59
-19,6,59
-19,5,59
-19,6,59
-19,6,59
-19,6,59
-20,5,59
-19,5,59
-19,6,59
-19,5,59
-19,5,59
-19,5,59
-19,6,59
-19,6,59
-19,5,59
-19,6,59
-19,6,59
-19,6,59
-19,6,59
-19,6,59
-19,5,59
-19,6,59
-19,6,59
-19,5,59
-19,5,59
-19,6,59
-19,5,59
-19,6,59
-19,6,59
-19,6,59
-19,5,59
-19,6,59
-19,5,59
-19,5,59
-19,6,59
-19,6,59
-19,6,59
-19,6,59
-19,6,59
-19,6,59
-19,6,59
-19,6,59
-19,6,59
-19,6,59
-19,6,59
-19,6,59
-19,6,59
-19,6,59
-19,6,59
-19,6,59
-19,6,59
-19,6,59
-19,6,59
-19,6,59
-19,6,59
-19,6,59
-19,6,59
-19,6,59
-19,6,59
-19,6,59
-19,6,59
-19,6,59
-19,6,59
-19,6,59
-19,6,59
-19,6,59
-20,6,59
-19,6,59
-19,6,59
-19,6,59
-19,6,59
-19,6,59
-18,6,59
-19,6,59
-19,6,59
-19,6,59
-18,6,59
-18,6,59
-19,6,59
-19,6,59
-19,6,59
-18,6,59
-19,6,58
-19,6,59
-18,6,60
-19,6,59
-19,6,59
-19,6,59
-19,6,59
-18,6,59
-19,6,59
-19,6,59
-19,6,59
-19,6,59
-19,6,59
-19,6,59
-19,6,59
-19,6,59
-19,6,59
-19,6,59
-19,6,59
-19,6,59
-19,6,59
-19,6,59
-19,6,59
-19,6,59
-19,6,59
-19,6,59
-19,6,59
-19,6,59
-19,6,59
-19,6,59
-19,6,59
-19,6,59
-19,6,59
-19,6,59
-19,6,59
-19,6,59
-19,6,59
-19,6,59
-19,6,59
-19,6,59
-19,6,59
-19,6,59
-19,6,59
-19,6,59
-19,6,59
-19,6,59
-19,6,59
-19,6,59
-19,6,59
-19,6,59
-18,6,59
-18,6,59
-19,6,59
-19,6,59
-19,6,59
-18,6,59
-19,6,59
-19,6,59
-18,6,59
-18,6,59
-19,6,59
-19,6,59
-19,6,59
-18,6,59
-19,6,59
-19,6,59
-19,6,59
-18,6,59
-18,6,59
-19,6,59
-19,6,59
-18,6,59
-19,6,59
-19,6,59
-19,6,59
-18,6,59
-18,6,59
-19,6,59
-19,6,59
-18,6,59
-18,6,59
-19,6,59
-19,6,59
-19,6,59
-18,6,59
-18,6,59
-19,6,59
-19,6,59
-19,6,59
-18,6,59
-19,6,59
-19,6,59
-18,6,59
-19,6,59
-19,6,59
-19,6,59
-19,6,59
-18,6,59
-19,6,59
-19,6,59
-19,6,59
-18,6,59
