id,start_timestamp,duration,end_timestamp,start_frame_index,index,end_frame_index,confidence,filter_response,base_data
1,768.057649,0.25299100000006547,768.31064,5,7,9,0.5289494518635153,0.5428277576935516 0.5817674498694209 0.641648306225137 0.6624222040216329 0.720982980219825 0.7485625354290351 0.7902483353250336 0.8160399194862094 0.8739437679247125 0.7994749141490818 0.7994749141490818 0.7550304697046373 0.7217346435445031 0.6503523862505663 0.6858360701142232 0.6413916256697787 0.6082374575113251 0.5637930130668806 0.5258459499129029 0.48140150546845834 0.4454953044423855 0.3732701873776342 0.31326805107762484 0.3001689193173765 0.2680257962280243 0.20225579315609415 0.13943241291982741 0.05143975069027265 -0.01772701160368054 -0.10125952185822133 -0.1661858056092838 -0.24660735505231918 -0.28091977394075246 -0.369364218385197 -0.30931539972282396 -0.35375984416726863 -0.3537598441672686 -0.398204288611713 -0.38160531523757996 -0.4562140332244138 -0.49334422038314124 -0.5377886648275857 -0.5732723302512629 -0.6177167746957073 -0.6596172745548207 -0.7040617189992651 -0.6895226505924743 -0.6818666968736912 -0.6921836842969856 -0.73662812874143 -0.7164412419465972 -0.7137918638106526 -0.6643981838095268 -0.635727445907005 -0.5950284647570584 -0.5816443413530323 -0.5327638611839354 -0.5772083056283797 -0.5245605574867931 -0.5990294112624239 -0.5431025080720009 -0.585064204099028 -0.529758101342907,768.057649 768.0605 768.065718 768.068569 768.073787 768.076638 768.081856 768.084707 768.089925 768.092776 768.097994 768.100845 768.106063 768.108914 768.114132 768.116983 768.122201 768.125052 768.13027 768.133121 768.138339 768.14119 768.146408 768.149259 768.154477 768.157328 768.162547 768.165397 768.170616 768.173466 768.178685 768.181535 768.186754 768.189604 768.194823 768.197673 768.202892 768.205742 768.210961 768.213811 768.21903 768.22188 768.227099 768.229949 768.235168 768.238018 768.243237 768.246087 768.251306 768.254156 768.259375 768.262225 768.267444 768.270294 768.275513 768.278363 768.283582 768.286432 768.291651 768.294501 768.29972 768.30257 768.307789
2,768.396548,0.23685299999999643,768.633401,10,12,14,0.5966030695272017,0.5787965311867432 0.6002760581392309 0.6841994501932849 0.7069205780143765 0.7533113681284948 0.7823293961349485 0.8331204113353164 0.835550413917596 0.8595770715563972 0.8954023276984044 0.9415018278392908 0.8970573833948463 0.944035106561023 0.8995906621165787 0.8599051986531696 0.8154607542087251 0.7779468715615473 0.7335024271171029 0.6957996715480084 0.619019963539581 0.5815428130693349 0.5370983686248906 0.4686017749789733 0.39099977381035905 0.3302526993490063 0.24920467162980575 0.1922343485454293 0.11096744809784848 0.05220005193562619 -0.0321034847163088 -0.09663666980804951 -0.18504171543204193 -0.21513841524893532 -0.2893380212246188 -0.3294728715178446 -0.4179173159622892 -0.41791731596228915 -0.5063617604067336 -0.5476809126268115 -0.5921253570712559 -0.6262948294619753 -0.6707392739064199 -0.7044582566370248 -0.7489027010814692 -0.7177966972191955 -0.76224114166364 -0.8000575818629662 -0.7875256564551596 -0.7606682397098413 -0.7561008167261847 -0.7173896195086801 -0.7138173891813038 -0.6727355826931755 -0.6668108070787112 -0.6214728350550452 -0.6103133817669065 -0.5530440512666308 -0.5519132711532946 -0.5011597068141568,768.396548 768.399399 768.404617 768.407468 768.412686 768.415537 768.420755 768.423606 768.428824 768.431675 768.436893 768.439744 768.444962 768.447813 768.453031 768.455882 768.4611 768.463951 768.469169 768.47202 768.477238 768.480089 768.485308 768.488158 768.493377 768.496227 768.501446 768.504296 768.509515 768.512365 768.517584 768.520434 768.525653 768.528503 768.533722 768.536572 768.541791 768.544641 768.54986 768.55271 768.557929 768.560779 768.565998 768.568848 768.574067 768.576917 768.582136 768.584986 768.590205 768.593055 768.598274 768.601124 768.606343 768.609193 768.614412 768.617262 768.622481 768.625332 768.63055
3,768.727378,0.29333599999995386,769.020714,16,18,20,0.49353840028328577,0.5318790003774964 0.5637052050325542 0.6453970794684939 0.6678642464949636 0.7423138818682942 0.7711305369216175 0.8162119105590205 0.839013908022496 0.8538792337770708 0.8765498211935917 0.9308308384629869 0.8863863940185424 0.9408218707528498 0.8963774263084054 0.8585609861090794 0.814116541664635 0.7746588449616137 0.7302144005171692 0.6957184311851617 0.6512739867407172 0.6137453843877382 0.5693009399432938 0.5296992811020597 0.4852548366576153 0.45363527826900174 0.40919083382455756 0.3710555092748062 0.3302095720568365 0.29675376632137934 0.25952894863471404 0.22289839888583005 0.14996568892950177 0.0814492716924524 0.05693187261980525 -0.02062564331067749 -0.06462564331067731 -0.0646256433106774 -0.10862564331067734 -0.1086256433106774 -0.1474775330589314 -0.14747753305893138 -0.1907678868873468 -0.19076788688734686 -0.22900164970771691 -0.22900164970771694 -0.2612847722265298 -0.2926953778809663 -0.3239899147198952 -0.3417674302535779 -0.3761006648012662 -0.40784900584185046 -0.4454646795574662 -0.4737190637024837 -0.5123409830700254 -0.5421242409281306 -0.5821088881868114 -0.5549686961147793 -0.523129896576221 -0.5496555302857549 -0.5031799860619071 -0.5296736944538121 -0.5689613924268399 -0.5991698845572916 -0.6396530714022102 -0.5882519579729794 -0.6281738931248698 -0.57532519970119 -0.6137582517809061 -0.5632621491947797 -0.6030258640495454 -0.5625798215995712 -0.5420714985499667 -0.5058709287605031,768.727378 768.730229 768.735447 768.738298 768.743516 768.746367 768.751585 768.754436 768.759654 768.762505 768.767723 768.770574 768.775792 768.778643 768.783861 768.786712 768.79193 768.794781 768.8 768.80285 768.808069 768.810919 768.816138 768.818988 768.824207 768.827057 768.832276 768.835126 768.840345 768.843195 768.848414 768.851264 768.856483 768.859333 768.864552 768.867402 768.872621 768.875471 768.88069 768.88354 768.888759 768.891609 768.896828 768.899678 768.904897 768.907747 768.912966 768.915816 768.921035 768.923885 768.929104 768.931954 768.937173 768.940023 768.945242 768.948093 768.953311 768.956162 768.96138 768.964231 768.969449 768.9723 768.977518 768.980369 768.985587 768.988438 768.993656 768.996507 769.001725 769.004576 769.009794 769.012645 769.017863
4,769.155037,0.2207140000000436,769.375751,23,24,26,0.48393294485107674,0.5272126008250584 0.5635643369222554 0.590649130251538 0.5770638861928729 0.6237142540198123 0.6559993294486729 0.6910374820311043 0.6505542951861857 0.6834628798545528 0.6110527136770998 0.6485098722049691 0.610076820125253 0.5841053970706392 0.5443416822158734 0.520221479628222 0.47790859136895353 0.4515200874805594 0.38627044364536023 0.35718000366081853 0.2969581030343189 0.2267016731993319 0.17528745843629792 0.13185504370982587 0.06411827716760769 0.0029587060426875212 -0.0410412939573125 -0.1040221452928303 -0.17482735881223863 -0.14513225794512843 -0.22570429605455078 -0.29174110082419297 -0.36831854367682665 -0.39821592308988524 -0.42908286900561826 -0.3962972900381936 -0.47594610531345183 -0.5117080205509269 -0.5561524649953713 -0.595659282645879 -0.6401037270903235 -0.6735017738097926 -0.717946218254237 -0.6909407547213197 -0.7353851991657642 -0.7019320927257565 -0.6583765371702008 -0.6676700059830044 -0.6239849616462813 -0.5930578525686926 -0.5811272041096395 -0.6124041005151662 -0.6051861714133926 -0.5524241026129242 -0.6259783515412711 -0.5701194138791762,769.155037 769.157887 769.163106 769.165956 769.171175 769.174025 769.179244 769.182094 769.187313 769.190163 769.195382 769.198232 769.203451 769.206301 769.21152 769.21437 769.219589 769.222439 769.227658 769.230508 769.235727 769.238577 769.243796 769.246646 769.251865 769.254715 769.259934 769.262784 769.268003 769.270854 769.276072 769.278923 769.284141 769.286992 769.29221 769.295061 769.300279 769.30313 769.308348 769.311199 769.316417 769.319268 769.324486 769.3273369999999 769.332555 769.335406 769.340624 769.343475 769.348693 769.351544 769.356762 769.359613 769.364831 769.367682 769.3729
5,769.46451,0.23921999999993204,769.70373,28,29,31,0.5204171025695423,0.524297334246905 0.6131862231357937 0.6334683478116042 0.6854581189182738 0.7025295555243901 0.7507567654194104 0.7591648768814628 0.7924725063972093 0.8207979855160207 0.8600945233453299 0.8823252320729391 0.9262237788523731 0.8817793344079287 0.8483812876884596 0.7631240880421106 0.7254473916228881 0.6613058442195613 0.6297018339126664 0.5508594732448655 0.5121621509159254 0.4689823657997043 0.3893265690998232 0.3448821246553787 0.2696052282498522 0.2251607838054076 0.15999526051091928 0.11555081606647466 0.05798532221688814 0.01686522762920409 -0.04962915750775734 -0.0886914521617967 -0.14596812936586684 -0.17871738566559023 -0.25185378604383235 -0.33338301257722425 -0.39860492863031916 -0.48361936764793034 -0.5176386226492987 -0.5620830670937429 -0.5129117643374494 -0.557356208781894 -0.5539133127123235 -0.5983577571567679 -0.5603465971388364 -0.5391817785676801 -0.5712366519116945 -0.5276810963561391 -0.5575705785685323 -0.5140150230129767 -0.5458346960649934 -0.5304239563195243 -0.5579682474914309 -0.5515638289125124 -0.5830495275543262 -0.552029164534152 -0.5834279450206213 -0.5646958995799594 -0.5963400856481756 -0.564625672379874,769.46451 769.469729 769.472579 769.477798 769.480648 769.485867 769.488717 769.493936 769.496786 769.502005 769.504855 769.510074 769.512924 769.518143 769.520993 769.526212 769.529062 769.534281 769.537131 769.54235 769.5452 769.550419 769.553269 769.558488 769.561338 769.566557 769.569407 769.574626 769.577476 769.582695 769.585545 769.590764 769.593615 769.598833 769.601684 769.606902 769.609753 769.614971 769.617822 769.62304 769.625891 769.631109 769.63396 769.639178 769.642029 769.647247 769.650098 769.655316 769.658167 769.663385 769.666236 769.671454 769.674305 769.679523 769.682374 769.687592 769.690443 769.695661 769.698512
6,769.79249,0.21786299999996572,770.010353,33,34,36,0.546397307872983,0.5139014876385621 0.5771898597749948 0.6246006723527787 0.6440264844715172 0.6867789746760263 0.7081421874784651 0.7496825884305245 0.7781465472859562 0.7133003782905926 0.7344621939341435 0.7482316655360269 0.7691283158145046 0.7383436433857227 0.6703461969052874 0.6382913235612729 0.6314643182018731 0.5715940286387755 0.5271495841943311 0.47357362492384 0.4291291804793956 0.36752755326123315 0.3230831088167887 0.30843569153062067 0.22349284137918032 0.15702400656106058 0.06975870283521177 0.008818150534878041 -0.07457392000685892 -0.13840424230756657 -0.2185153566706528 -0.2863324548818612 -0.3671625580280577 -0.43834976177587703 -0.41801028352462544 -0.48196546520314265 -0.5133134737757286 -0.5782280254462038 -0.6223319242637234 -0.614243460121706 -0.6559663725104324 -0.7102259276685596 -0.6947087574115955 -0.7282800104619466 -0.7292118824694419 -0.7625841346762905 -0.7385480101992385 -0.7762703459999367 -0.7667659338186651 -0.7187007469229431 -0.693005082704087 -0.6387735644317453 -0.6246064550966639 -0.5752717759541006 -0.5554813879158683,769.79249 769.79534 769.800559 769.803409 769.808628 769.811478 769.816697 769.819547 769.824766 769.827616 769.832835 769.835685 769.840904 769.843754 769.848973 769.851823 769.857042 769.859892 769.865111 769.867961 769.87318 769.87603 769.881249 769.884099 769.889318 769.892168 769.897387 769.900237 769.905456 769.908306 769.913525 769.916375 769.921594 769.924445 769.929663 769.932514 769.937732 769.940583 769.945801 769.948652 769.95387 769.956721 769.961939 769.96479 769.970008 769.972859 769.978077 769.980928 769.986146 769.988997 769.994215 769.997066 770.002284 770.005135
7,770.12332,0.1884380000000192,770.311758,38,39,40,0.47061999005762506,0.5230595893039257 0.5426849231836439 0.5738461041391866 0.5929755253669148 0.6423492748214613 0.6606533958290148 0.6884183895166132 0.7146435868901152 0.758088874762816 0.7795628553974899 0.8260509518933865 0.8007940379297923 0.7674217857229443 0.7980413811217306 0.8226980238808138 0.7822096181757204 0.7422748050714424 0.697830360626998 0.6634687775696049 0.5868259359047859 0.5537338329131217 0.4903089433353619 0.45949208176887657 0.395055077372904 0.33731237098677447 0.2680237662296322 0.21152635205654824 0.1806623485135185 0.1224818960146977 0.08167301913291729 0.02517477172553713 -0.008216495083244426 -0.06270145075278549 -0.12411328264305856 -0.1853902923666084 -0.2606982776031912 -0.23349954975203144 -0.2558558975917049 -0.3297251150229617 -0.4019030689218864 -0.4303312347810475 -0.4303312347810475 -0.45153960129309767 -0.4829294736025641 -0.43819955840571195 -0.47210193342174384 -0.4622604095273979,770.12332 770.12617 770.131389 770.134239 770.139458 770.142308 770.147527 770.150377 770.155596 770.158446 770.163665 770.166515 770.171734 770.174584 770.179803 770.182653 770.187872 770.190722 770.195941 770.198791 770.20401 770.20686 770.212079 770.214929 770.220148 770.222998 770.228217 770.231067 770.236286 770.239137 770.244355 770.247206 770.252424 770.255275 770.260493 770.263344 770.268562 770.271413 770.276631 770.279482 770.2847 770.287551 770.292769 770.29562 770.300838 770.303689 770.308907
8,770.53484,0.17751799999996365,770.712358,44,45,47,0.3985319175520921,0.5156242419336968 0.5224630194510629 0.5617878993290332 0.570213955864987 0.618493373809342 0.6250044861939228 0.5962114747594119 0.5605998289302822 0.6068235420483316 0.520428142836985 0.4929333145959303 0.5057340519231533 0.47823357420401524 0.4284106667209487 0.47550322781733967 0.4312301174590388 0.43581041983375657 0.36491844359375464 0.3593541701855324 0.2826850714503612 0.21556046327438697 0.1563372490702303 0.08869902243759403 0.03605027315204788 -0.016235682234006572 -0.05025612320863595 -0.09734529564838619 -0.13167539357100305 -0.18366707188041592 -0.2648504174561056 -0.3152662544162687 -0.35899708215947174 -0.324418920142529 -0.40566584510558623 -0.34315576954897936 -0.38230415798921974 -0.4232875865380445 -0.46773203098248894 -0.466844693393912 -0.5434966381007648 -0.5709344948941683 -0.5923238296024366 -0.5657464784354573 -0.5820905761090273,770.53484 770.53769 770.542909 770.545759 770.550978 770.553828 770.559047 770.561898 770.567116 770.569967 770.575185 770.578036 770.583254 770.586105 770.591323 770.594174 770.599392 770.602243 770.607461 770.610312 770.61553 770.618381 770.623599 770.62645 770.631668 770.634519 770.639737 770.642588 770.647806 770.650657 770.655875 770.658726 770.663944 770.666795 770.672013 770.674864 770.680082 770.682933 770.688151 770.691002 770.69622 770.699071 770.704289 770.70714
9,770.922153,0.10774800000001505,771.029901,51,51,52,0.3594802818767106,0.5190316086844631 0.5373007391922542 0.5884123575487433 0.5630866470733122 0.5736188075489377 0.5996354652423266 0.6152599455844457 0.6397325786848065 0.5857892372095174 0.4973447927650731 0.45025823546096305 0.3894859146914925 0.38693844817354023 0.29906362675668274 0.24748626907932747 0.1896326082590978 0.21814565254544388 0.15620297092466257 0.10071974006096716 0.042796110261387056 -0.009753513441575537 -0.08909006088302493 -0.14268207251045378 -0.221556034876898 -0.27495439237152064 -0.35050774667855056 -0.4174820341617192,770.922153 770.925004 770.930222 770.933073 770.938291 770.941142 770.94636 770.949211 770.954429 770.95728 770.962498 770.965349 770.970567 770.973418 770.978636 770.981487 770.986705 770.989556 770.994774 770.997625 771.002843 771.005694 771.010912 771.013763 771.018981 771.021832 771.02705
10,771.285259,0.2691290000000208,771.554388,57,59,61,0.4418307031351739,0.5480763402762023 0.5599091484457154 0.6190670165394083 0.5804800921858145 0.5506127623820122 0.5356124513623757 0.5896702723086342 0.6110742505544429 0.5568751102437045 0.5982231818408109 0.5712141894072628 0.5267697449628184 0.5016244812660724 0.45718003682162794 0.48767700908366307 0.44323256463921873 0.4212350408759975 0.38214798666208194 0.3639297824676184 0.38730547336754373 0.36760108407063274 0.3231566396261883 0.3004877330788599 0.2624359776088778 0.24005000076879804 0.20098762490139507 0.12884899859441631 0.055682059983442694 0.08658731143739029 0.08658731143739036 0.07233209613071843 0.004089498244366672 -0.06257100813487777 -0.0024161715197661316 -0.07610439262162659 -0.12010439262162657 -0.141080162551111 -0.18552460699555542 -0.20772734003792187 -0.2808947669806243 -0.30450624995849157 -0.34895069440293597 -0.36994053521920645 -0.4143849796636509 -0.4707351025888021 -0.5151795470332465 -0.5417708986478971 -0.5862153430923416 -0.621031151962107 -0.6654755964065514 -0.7034744862482587 -0.6599189306927032 -0.6350585475547879 -0.6606447469825126 -0.7046044510714159 -0.7088699414008757 -0.6964117209980403 -0.6733835753742489 -0.7434926325888663 -0.7263531508711408 -0.6819484945644799 -0.6844413991499556 -0.6351655347417015 -0.6352045131014128 -0.5907600686569683 -0.5879815471456785 -0.5395671568997648,771.285259 771.28811 771.293328 771.296179 771.301397 771.304248 771.309466 771.312317 771.317535 771.320386 771.325604 771.328455 771.333673 771.336524 771.341742 771.344593 771.349811 771.352662 771.35788 771.360731 771.365949 771.3688 771.374018 771.376869 771.382087 771.384938 771.390157 771.393007 771.398226 771.401076 771.406295 771.409145 771.414364 771.417214 771.422433 771.425283 771.430502 771.433352 771.438571 771.441421 771.44664 771.44949 771.454709 771.457559 771.462778 771.465628 771.470847 771.473697 771.478916 771.481766 771.486985 771.489835 771.495054 771.497904 771.503123 771.505973 771.511192 771.514042 771.519261 771.522111 771.52733 771.53018 771.535399 771.53825 771.543468 771.546319 771.551537
