1601392417.000000, 1601392417.000000, 1601392417.000000
32.000000, 32.000000, 32.000000
15,0,60
15,0,60
14,0,59
14,1,60
14,0,60
13,0,60
14,0,61
15,-1,60
14,-1,60
14,-1,61
14,-1,61
13,-1,61
14,0,60
14,-1,60
14,0,60
14,0,60
14,0,60
14,0,60
14,0,60
14,0,60
14,-1,60
14,-1,60
13,0,61
14,0,60
14,-1,60
14,0,60
14,0,60
14,-1,61
14,-1,60
14,-1,60
14,0,60
14,-1,60
14,-1,60
14,-1,60
14,-1,60
14,0,60
14,0,60
14,0,60
14,0,60
14,0,60
14,0,60
14,0,60
14,0,60
14,-1,60
14,-1,60
14,-1,60
14,0,60
14,-1,60
15,-1,60
15,0,60
15,0,60
15,0,60
15,0,60
15,0,60
14,0,60
15,0,60
15,0,60
15,0,60
16,0,60
16,0,60
15,0,60
15,0,60
16,0,60
15,0,60
16,-1,60
16,-1,60
16,0,60
16,0,60
16,0,60
16,0,60
16,0,60
16,0,60
16,0,59
16,0,60
16,0,61
16,0,61
15,0,60
15,0,59
15,0,59
14,0,59
14,0,59
14,-1,60
14,-2,61
15,-2,61
14,-2,60
13,-2,60
14,-2,60
14,-2,60
14,-2,60
14,-2,60
14,-2,60
15,-2,61
15,-1,61
15,-1,60
15,-1,60
15,-1,60
15,-1,60
15,-1,60
15,-1,60
15,-1,60
15,-1,60
15,-1,60
15,-1,60
14,-1,60
14,-1,60
15,0,60
15,0,60
16,0,60
16,0,60
17,0,60
17,0,59
16,0,60
17,0,60
16,0,60
16,0,60
16,-1,60
17,-1,60
16,-1,60
16,-1,60
16,-1,60
16,-1,59
15,0,60
16,-1,59
16,-1,60
16,-1,59
16,-1,60
16,-1,60
16,-1,60
16,-1,60
16,-1,60
16,-1,60
16,-2,60
16,-2,60
16,-2,60
15,-1,60
16,-1,60
16,-2,60
16,-1,60
16,-1,60
16,-1,60
16,-1,60
16,-1,60
16,-1,60
15,-1,59
16,-1,59
18,-1,61
18,-1,61
17,-1,59
16,-1,59
16,0,59
17,0,59
16,0,59
17,0,60
17,-1,60
17,0,60
17,-1,59
17,-1,59
18,0,60
17,-1,60
16,-1,59
17,-1,59
17,-1,59
18,-1,59
18,-1,59
18,-1,59
17,0,60
17,0,59
18,-1,60
17,-1,59
17,0,60
17,0,60
17,0,59
18,0,60
17,0,59
18,0,60
17,0,60
17,0,60
17,0,59
17,0,59
17,0,59
17,0,59
17,0,60
17,0,60
17,0,59
17,0,60
17,0,59
18,0,59
17,0,59
17,0,59
17,0,59
17,0,60
17,0,59
18,0,60
17,0,59
17,0,59
17,0,59
18,0,59
18,0,60
17,0,59
18,0,60
18,0,59
18,0,59
18,0,60
17,0,60
17,-1,59
18,0,59
18,0,60
17,-1,61
18,0,59
17,0,59
18,0,59
18,-1,58
18,-1,59
18,-1,60
17,-1,60
18,-1,60
18,-1,59
18,-1,60
18,-1,59
18,-1,59
18,-1,58
18,-1,60
18,-1,59
18,-1,59
18,-1,59
18,-1,59
18,-1,59
18,-1,59
18,-1,59
18,-1,59
18,-1,59
18,-1,59
18,-1,59
18,-1,59
18,-1,60
18,-1,59
