start_timestamp,duration
1603462629.5045793,0.34274300000015506
1603462642.2575426,0.15748600000006266
1603462644.3232224,0.197823000000426
1603462644.9406354,0.18558800000027986
1603462648.0027153,0.18166999999994005
1603462663.6365795,0.20979499999975806
1603462664.5645185,0.2420709999996689
1603462665.6336205,0.24614999999994325
1603462666.6987364,0.19773199999963254
1603462668.9782784,0.19766099999924336
1603462670.2289786,0.18959699999959406
1603462671.2981026,0.25419700000020384
1603462684.4103315,0.14524299999993673
1603462690.0384495,0.2420699999993303
1603462692.4107444,0.22593300000062305
