gaze_timestamp,x_scaled,y_scaled,on_surf,confidence
1601452065.7419152,5.742676258087157,-0.1817586533725261,False,0.9657937713339244
1601452065.7499845,5.739361643791199,-0.18239621445536613,False,0.9581825502400054
1601452065.7540188,5.742254853248596,-0.18171415105462074,False,0.958166408704718
1601452065.7580533,5.751480460166931,-0.1849881671369076,False,0.9512692153362041
1601452065.7620876,5.747496485710144,-0.1813579425215721,False,0.9513229923561648
1601452065.7701569,5.756497383117676,-0.18292685598134995,False,0.9969411190270552
1601452065.7741914,5.750293135643005,-0.18852145224809647,False,0.9622510151774606
1601452065.778226,5.747935771942139,-0.18955852836370468,False,0.9622145444423528
1601452065.7822602,5.748316645622253,-0.1916916444897652,False,0.976855335002909
1601452065.7862947,5.746007561683655,-0.1917479932308197,False,0.976840708653954
1601452065.7903292,5.741432309150696,-0.1942378208041191,False,0.9480936333956078
1601452065.7943635,5.740267634391785,-0.1937870755791664,False,0.9481266473155844
1601452065.7983985,5.742245316505432,-0.18959413468837727,False,0.9905697363534838
1601452065.8024328,5.745401382446289,-0.192739337682724,False,0.9905723718806152
1601452065.8064673,5.749592185020447,-0.19453563541173927,False,0.9591383205489348
1601452065.8105018,5.7478296756744385,-0.1889033541083336,False,0.9591209849661014
1601452065.8145366,5.747427940368652,-0.1871229037642479,False,0.9442554876212244
1601452065.8185706,5.74448823928833,-0.18815045803785324,False,0.9442829647456821
1601452065.8226054,5.739598870277405,-0.19269128143787384,False,0.9964356679756264
1601452065.8266401,5.7434141635894775,-0.1913674995303154,False,0.996508685118044
1601452065.8306742,5.746671557426453,-0.1878877580165863,False,0.9991858668756745
1601452065.8347087,5.7455796003341675,-0.1907438188791275,False,0.9991225532808156
1601452065.8387432,5.741183757781982,-0.1905043423175812,False,0.9729279732120258
1601452065.8427782,5.74237585067749,-0.1859620101749897,False,0.972944743200249
1601452065.8468127,5.74532687664032,-0.1848280727863312,False,0.9764860734793336
1601452065.8508472,5.744463801383972,-0.18590107932686809,False,0.9764196402405764
1601452065.8548818,5.741452574729919,-0.1904194727540016,False,0.9433979420414662
1601452065.8589165,5.7305461168289185,-0.1813663132488728,False,0.9434302846396984
1601452066.1790679,5.4448002576828,-0.3357861489057541,False,0.7508899277352422
1601452066.187137,5.458764433860779,-0.22027163207530973,False,0.6273123510825807
1601452066.2058842,5.751789808273315,-0.4281481504440308,False,0.6809807930979714
1601452066.2099187,5.706579089164734,-0.5053931772708893,False,0.7593911340798594
1601452066.2179878,5.712410807609558,-0.4364137351512909,False,0.7894374280472563
1601452066.2220225,5.6997257471084595,-0.4328175187110901,False,0.7660952131007542
1601452066.2260568,5.698362588882446,-0.4205832481384277,False,0.7620450019219265
1601452066.230091,5.705893635749817,-0.4075011312961577,False,0.7360627990515953
1601452066.234126,5.704302191734314,-0.40917733311653137,False,0.7461423790678889
1601452066.2381606,5.7004499435424805,-0.3775757700204849,False,0.7365595593585255
1601452066.242195,5.705885291099548,-0.3226906210184097,False,0.7014663488046597
1601452066.2462294,5.710690021514893,-0.3131157159805298,False,0.7312193725055864
1601452066.2502635,5.7112789154052725,-0.31911221891641617,False,0.7837034933963878
1601452066.2542982,5.7192206382751465,-0.3201306536793709,False,0.8132413481200509
1601452066.2583327,5.691666007041931,-0.4018340259790421,False,0.8131419040747451
1601452066.2623672,5.693064332008362,-0.3893947452306747,False,0.8306608607904415
1601452066.2664018,5.691888332366943,-0.3928463906049728,False,0.8569547486059645
1601452066.2704365,5.691947937011719,-0.3934836834669113,False,0.8649451031370323
1601452066.2744708,5.691769123077393,-0.3935022354125977,False,0.8931467013695841
1601452066.2785053,5.692174434661865,-0.4013206958770752,False,0.9355837541092646
1601452066.2825398,5.688760876655579,-0.40126870572566986,False,0.9342476231593904
1601452066.2865744,5.693128108978272,-0.394016906619072,False,0.9249137541331982
1601452066.290609,5.694319009780884,-0.3943217396736145,False,0.9634545569735554
1601452066.2946432,5.693225264549255,-0.38550156354904175,False,0.982141955463652
1601452066.2986774,5.6919825077056885,-0.385658785700798,False,0.9597009702054616
1601452066.3027122,5.69703221321106,-0.39710569381713867,False,0.9373312039525008
1601452066.3067472,5.693819522857666,-0.39848215878009796,False,0.9166164959538774
1601452066.3107815,5.694760680198669,-0.397417277097702,False,0.924080100166924
1601452066.3148162,5.691197514533997,-0.3993785530328751,False,0.9642907099030033
1601452066.3188508,5.694975852966309,-0.3960656672716141,False,0.9193927107032605
1601452066.3228853,5.692880749702454,-0.3989822566509247,False,0.9305334089822856
1601452066.3269198,5.691106915473938,-0.4031907320022583,False,0.9478567186561584
1601452066.3309546,5.694732069969177,-0.40000252425670624,False,0.8903455402842069
1601452066.3349886,5.7053399085998535,-0.4044857919216156,False,0.9264187765737206
1601452066.3390234,5.7048189640045175,-0.4029538035392761,False,0.9404515057548956
1601452066.343058,5.695796012878418,-0.3959933817386627,False,0.9476725595565288
1601452066.3470926,5.687200427055359,-0.4000291675329208,False,0.9423758829167996
1601452066.3511267,5.6985801458358765,-0.41239356994628906,False,0.9080267899110368
1601452066.3551614,5.705167651176453,-0.40433746576309204,False,0.8713047723165753
1601452066.3591955,5.697735548019409,-0.3868571519851685,False,0.9026380863473265
1601452066.3632302,5.6950414180755615,-0.380700945854187,False,0.9094474155388512
1601452066.3672647,5.6919991970062265,-0.3630324304103851,False,0.8497281887212725
1601452066.3712993,5.6835633516311646,-0.3504117876291275,False,0.8668906549232002
1601452066.3753338,5.682145953178406,-0.3425039649009705,False,0.9293878258793914
1601452066.3793685,5.675477981567383,-0.34208547323942184,False,0.9150315263412436
1601452066.3834028,5.677599310874939,-0.3373648300766945,False,0.9147757245599702
1601452066.3874373,5.676330924034119,-0.33628010004758835,False,0.9413406495576792
1601452066.391472,5.6769537925720215,-0.342864565551281,False,0.9260798546951912
1601452066.3955064,5.6799232959747314,-0.34317512065172195,False,0.9225852573785008
1601452066.399541,5.6794673204422,-0.34388474375009537,False,0.9384979299292636
1601452066.4035752,5.672522187232971,-0.345031701028347,False,0.8786195318780234
1601452066.4076095,5.674562454223633,-0.34489859640598297,False,0.8558819602104244
1601452066.4116442,5.670441389083862,-0.3464772328734398,False,0.9408187061480068
1601452066.4156787,5.669875741004944,-0.3488859906792641,False,0.9635245822500174
