gaze_timestamp,confidence,norm_pos_x,norm_pos_y
1603462689.0036206,0.998559223196364,0.3361871067441049,0.6550185346209128
1603462689.0076554,0.9984300229758428,0.3353672934298927,0.6554210858762501
1603462689.0116901,0.9998147771063656,0.3350125661104932,0.6550598575919758
1603462689.0157244,0.9998590220397008,0.33360793104599423,0.6538909357802667
1603462689.019759,0.9998319797066808,0.3333486053817582,0.6540012552324981
1603462689.0237935,0.9998709021670869,0.332794720003918,0.6534142474830831
1603462689.027828,0.9998588284385314,0.3324888864575256,0.6535219199178859
1603462689.031863,0.9999281843033059,0.3313583934580264,0.6528470024738748
1603462689.0358975,0.9998804579013268,0.3310553368037633,0.6529240913228005
1603462689.039932,0.9998548970567054,0.32944374422476586,0.6519622032873453
1603462689.0439663,0.999933942285118,0.3290569227429184,0.6525046804537049
1603462689.0480008,0.999846329011556,0.3277284140227251,0.6512068740776956
1603462689.0520349,0.9998419679200804,0.32735738577942824,0.6511185196597005
1603462689.0560699,0.9998551088375662,0.3262660082150444,0.6504853884541715
1603462689.0601046,0.9998690323945899,0.32577447132573994,0.6509246863484226
1603462689.0641394,0.9998993419396608,0.3245476653017582,0.6502947993460335
1603462689.0681734,0.9999022355864924,0.32435211040377804,0.6504755221180596
1603462689.072208,0.9999165687681408,0.3235451039959883,0.6496773590077163
1603462689.0762427,0.9998954589120064,0.3230268013971255,0.6504620376728493
1603462689.080277,0.9998983609286941,0.3212249228776773,0.6496454751856224
1603462689.0843115,0.994455198396174,0.3208854359689915,0.6484908116882431
1603462689.088346,0.9944362075829822,0.31884348382977057,0.6469207597244593
1603462689.0923805,0.9998521223262696,0.3186017302280735,0.6470997028933745
1603462689.0964148,0.9998584862501874,0.31757755147317,0.6464164942041966
1603462689.1004493,0.9998938202262272,0.3172430027986251,0.6461248810513002
1603462689.1044838,0.9999345519935084,0.3159025537628673,0.6448430670561185
1603462689.1085186,0.9997374912023338,0.31553969425497275,0.6445836070218527
1603462689.112553,0.9997026393959424,0.3145362335146913,0.64391569141096
1603462689.1165874,0.9997828476623418,0.3142007070661922,0.644220002928559
1603462689.1206222,0.9997538613788012,0.3121835307772437,0.6433629310747242
1603462689.1246564,0.9998179273424764,0.3117280247022194,0.6432102464527025
1603462689.128691,0.9998485269352988,0.3101533073153596,0.6424277501710862
1603462689.1327255,0.997597467614454,0.30968486965403363,0.6430748105037145
1603462689.13676,0.9976360020571652,0.3076078544344817,0.6418027928551179
1603462689.1407945,0.98596989993671,0.3072564957918376,0.6417971239692212
1603462689.1448288,0.9859867644424741,0.30587708541993713,0.6412310481846939
1603462689.1488633,0.9999538483705158,0.3054113647177933,0.6416145922070011
1603462689.1528986,0.9998577904811572,0.3042090888034781,0.6407884784450474
1603462689.1569328,0.9998006029049282,0.303887255721642,0.6410230188489985
1603462689.1609676,0.9997978620943692,0.3028809462040077,0.6399868538124163
1603462689.1650019,0.9998722680416314,0.3024217071903167,0.6396679781853628
1603462690.2623918,0.9093546214738424,0.5097463965887008,0.6555586068506272
1603462690.2664266,0.8469483142832092,0.5102683673067249,0.6634776824853552
1603462690.2704608,0.8830402314052836,0.5103232702264596,0.6679290648707732
1603462690.2744956,0.8406955327258354,0.5082973315360053,0.6662296272578907
1603462690.2785301,0.8704972788091521,0.508962906773095,0.6679793587145583
1603462690.2825644,0.9508508825598998,0.5065543821202526,0.668941656434678
1603462690.286599,0.9567511076435816,0.5069262232455058,0.6689119268921908
1603462690.290634,0.943528682835734,0.5059397750105461,0.6680890219974249
1603462690.294669,0.9439306331210956,0.5064444540609754,0.6675906606706759
1603462690.2987034,0.9959656621589305,0.5039319803300837,0.6644578656951052
1603462690.3027382,0.9696413503704028,0.5045726234345083,0.6611460709677559
1603462690.3067725,0.9623501811081102,0.5027528984580201,0.6599520994058979
1603462690.310807,0.9910299463225992,0.5033993445416354,0.6585198215716277
1603462690.3148415,0.998418630129852,0.5016594242100598,0.6584694014590511
1603462690.318876,0.9980848154496106,0.5023182315811215,0.6584111380340399
1603462690.3229105,0.9824263948392622,0.5005803713161294,0.6565169989829079
1603462690.3269448,0.9825381629864122,0.5011165901257035,0.6551667220314763
1603462690.3309793,0.9921157365394164,0.5002834370387544,0.6550560787206416
1603462690.335014,0.9921546437076808,0.5005961110075932,0.6551268054095134
1603462690.3390484,0.9983772295409588,0.4996491984180683,0.6548911344304542
1603462690.343083,0.998353151156991,0.499833703751401,0.6551491566084058
1603462690.3471177,0.9982785672281528,0.4985129676163046,0.6538163151891939
1603462690.351152,0.9984281696351393,0.4985709028016923,0.6539461459541345
1603462690.3551865,0.9986191344715852,0.49727655113785,0.6531268814507043
1603462690.359221,0.9984925143386876,0.4973542853561214,0.6522920774231242
1603462690.3632555,0.9980032405503598,0.4964168982695114,0.6519827158281388
1603462690.36729,0.9980236297868332,0.4964771285884288,0.6520557300935994
1603462690.3713243,0.9982576178999408,0.4958908453913679,0.6513709634759998
1603462690.3753588,0.9982945674401869,0.4961102035975359,0.651064120599396
1603462690.3793929,0.9988515104170648,0.4953972424781796,0.650165144445048
1603462690.3834279,0.9990342645955608,0.4955028927157947,0.6503499582619902
1603462690.3874626,0.9992466002704644,0.49488579445653996,0.6497998282131254
1603462690.3914974,0.9991504632480728,0.4953763232812956,0.6492183631418094
1603462690.3955314,0.9991605314248828,0.4946956887690636,0.6488807032276573
1603462690.399566,0.9991068052633074,0.4946628210187903,0.6492544487421785
1603462690.4036007,0.9988553426461306,0.4938116769983658,0.6487682265203987
1603462690.407635,0.9990026892474604,0.4940029072283814,0.6489126508877774
1603462690.4116695,0.9988328437230474,0.4931783478263873,0.6483455660483255
1603462690.415704,0.9988285194742859,0.4933841137712013,0.6481789170961497
1603462690.419739,0.9988965294643046,0.4929667092654248,0.6478445366246685
1603462690.4237735,0.99881771195883,0.4931198828174367,0.6471391926869468
1603462690.4278078,0.9987107998088546,0.49252325212661996,0.6465001489330082
1603462690.4318426,0.9986234504958926,0.4926827795650667,0.6463644682153771
1603462690.4358768,0.9986250494548348,0.4928999929542468,0.6457891871566761
1603462690.4399116,0.9984043307468472,0.4929226656346987,0.6450704495733479
1603462690.4439461,0.9981540059271644,0.4920813792454807,0.6446055275131698
1603462690.4479804,0.9984058835729804,0.492465443632417,0.6462357198659763
1603462690.452015,0.9984575881359588,0.4919225279166943,0.6457683370252965
1603462690.4560494,0.9984910844072652,0.493539877743378,0.6503230903039025
1603462690.460084,0.9984967538605783,0.4937119227776794,0.6503600341670515
1603462690.4641185,0.9985936520780252,0.4957220512961765,0.6568417147576248
1603462690.468153,0.9989488889442344,0.4993404460445071,0.6627354155722021
1603462690.4721875,0.9990188394976334,0.5010217307468707,0.6651821976220125
1603462690.4762216,0.9985496269596544,0.5054603485902374,0.6746099525749236
