id,start_timestamp,duration,end_timestamp,start_frame_index,index,end_frame_index,confidence,filter_response,base_data
1,92351.428637,0.14037999999709427,92351.569017,802,804,806,0.3824066515339012,0.5463815253533758 0.554260510439203 0.602031087791607 0.6079331131643886 0.6307372762721485 0.6249426150456844 0.6442091448962436 0.5768608195564923 0.6040250024655552 0.5347987928804316 0.5079093912527984 0.44270423101615736 0.366323654527681 0.29841899884211537 0.2027180144263147 0.12266583821549881 0.13722120804413313 0.060792131387703535 -0.025541001208703968 -0.03437984888767619 -0.11772791464634907 -0.19912410214300558 -0.21565696429238662 -0.2964508328878363 -0.3275815435332144 -0.4195828100587779 -0.43556172273533555 -0.47444991031812245 -0.47880288819419237,92351.428637 92351.430109 92351.436814 92351.438843 92351.458192 92351.45819800001 92351.471058 92351.471084 92351.476246 92351.478144 92351.484411 92351.48789 92351.495203 92351.495804 92351.50103300001 92351.504566 92351.509495 92351.516793 92351.525563 92351.5264 92351.534348 92351.534359 92351.541344 92351.543642 92351.548276 92351.550806 92351.556771 92351.560167 92351.567662
