# timestamps [seconds],pts
92324.709707,262
92324.722735,1115
92324.730924,1652
92324.741296,2332
92324.747365,2729
92324.755373,3254
92324.765434,3914
92324.771226,4293
92324.778343,4760
92324.785889,5254
92324.794166,5797
92324.801943,6306
92324.811604,6939
92324.818240,7374
92324.826006,7883
92324.838083,8675
92324.842688,8976
92324.850483,9487
92324.862117,10250
92324.873482,10995
92324.877181,11237
92324.883445,11647
92324.891964,12206
92324.898274,12619
92324.906439,13154
92324.914036,13652
92324.922145,14184
92324.931492,14796
92324.938002,15223
92324.946118,15755
92324.958080,16539
92324.966310,17078
92324.975778,17699
92324.981914,18101
92324.992400,18788
92324.998059,19159
92325.006614,19719
92325.013915,20198
92325.022354,20751
92325.030150,21262
92325.038087,21782
92325.047373,22390
92325.054209,22838
92325.062120,23357
92325.073618,24110
92325.078650,24440
92325.089843,25174
92325.094708,25493
92325.107478,26329
92325.111553,26597
92325.117980,27018
92325.126033,27545
92325.134029,28069
92325.142203,28605
92325.150108,29123
92325.158160,29651
92325.166116,30172
92325.174515,30723
92325.182601,31253
92325.193760,31984
92325.201399,32485
92325.208808,32970
92325.213962,33308
92325.222340,33857
92325.233386,34581
92325.240376,35039
92325.246017,35409
92325.258659,36237
92325.262999,36522
92325.276147,37383
92325.279974,37634
92325.286125,38037
92325.295433,38647
92325.302327,39099
92325.310069,39606
92325.318473,40157
92325.325967,40648
92325.334099,41181
92325.342512,41732
92325.350173,42234
92325.364302,43160
92325.368571,43440
92325.375137,43870
92325.391451,44940
92325.406643,45935
92325.414210,46431
92325.426966,47267
92325.433983,47727
92325.441940,48248
92325.449970,48775
92325.457945,49297
92325.466175,49837
92325.476081,50486
92325.490947,51460
92325.498494,51955
92325.506882,52504
92325.514118,52979
92325.522064,53499
92325.530028,54021
92325.538042,54546
92325.546007,55068
92325.554233,55608
92325.561981,56115
92325.569978,56639
92325.578058,57169
92325.585876,57681
92325.594249,58230
92325.604354,58892
92325.612347,59416
92325.622956,60111
92325.628119,60450
92325.635168,60912
92325.646651,61664
92325.650637,61925
92325.658306,62428
92325.675942,63584
92325.691820,64624
92325.706877,65611
92325.716274,66227
92325.729108,67068
92325.733353,67346
92325.743560,68015
92325.746992,68240
92325.754097,68706
92325.768521,69651
92325.774717,70057
92325.793595,71294
92325.797828,71572
92325.809097,72310
92325.813974,72630
92325.825217,73366
92325.829590,73653
92325.844175,74609
92325.854143,75262
92325.866593,76078
92325.870582,76339
92325.879217,76905
92325.888072,77486
92325.899577,78240
92325.905573,78633
92325.910878,78980
92325.924906,79900
92325.931746,80348
92325.941004,80955
92325.944462,81181
92325.950202,81557
92325.960617,82240
92325.966308,82613
92325.974234,83132
92325.983102,83713
92325.990618,84206
92325.998083,84695
92326.006751,85263
92326.013946,85735
92326.022552,86299
92326.030749,86836
92326.041730,87556
92326.046390,87861
92326.061478,88850
92326.065916,89141
92326.073853,89661
92326.078119,89940
92326.086021,90458
92326.094210,90995
92326.102312,91526
92326.110375,92054
92326.117991,92553
92326.126218,93093
92326.137405,93826
92326.142403,94153
92326.149994,94651
92326.158286,95194
92326.166287,95719
92326.174933,96285
92326.182491,96780
92326.190097,97279
92326.197859,97788
92326.206189,98333
92326.214062,98849
92326.222175,99381
92326.230934,99955
92326.240791,100601
92326.246349,100965
92326.254028,101469
92326.264506,102155
92326.270358,102539
92326.277984,103039
92326.285964,103562
92326.293865,104079
92326.302236,104628
92326.310476,105168
92326.319505,105760
92326.326230,106200
92326.334413,106737
92326.342103,107241
