#Name,"Sensor.Camera.CA00.Obj.0.Confidence","Sensor.Camera.CA00.Obj.0.MBR.BL_X","Sensor.Camera.CA00.Obj.0.MBR.BL_Y","Sensor.Camera.CA00.Obj.0.MBR.BL_Z","Sensor.Camera.CA00.Obj.0.MBR.TR_X","Sensor.Camera.CA00.Obj.0.MBR.TR_Y","Sensor.Camera.CA00.Obj.0.MBR.TR_Z","Sensor.Camera.CA00.Obj.0.ObjID","Time"
#Dataset,"C1","C1","C1","C1","C1","C1","C1","C1","C1"
#Unit,"","m","m","m","m","m","m","","s"
0,0,0,0,0,0,0,0,0
0.75,106.1712436,-1.099313816,3.80294307,106.1712436,-1.499066266,5.294294179,16000000,0.001
0.75,106.1712436,-1.099313816,3.80294307,106.1712436,-1.499066266,5.294294179,16000000,0.011
0.75,106.1712436,-1.099313816,3.80294307,106.1712436,-1.499066266,5.294294179,16000000,0.021
0.75,106.1712436,-1.099313816,3.80294307,106.1712436,-1.499066266,5.294294179,16000000,0.031
0.75,106.1712436,-1.099313816,3.80294307,106.1712436,-1.499066266,5.294294179,16000000,0.041
0.75,106.2538309,-1.100168939,3.805901262,106.2538309,-1.500232343,5.298412447,16000000,0.051
0.75,106.2538309,-1.100168939,3.805901262,106.2538309,-1.500232343,5.298412447,16000000,0.061
0.75,106.2538309,-1.100168939,3.805901262,106.2538309,-1.500232343,5.298412447,16000000,0.071
0.75,106.2538309,-1.100168939,3.805901262,106.2538309,-1.500232343,5.298412447,16000000,0.081
0.75,106.2538309,-1.100168939,3.805901262,106.2538309,-1.500232343,5.298412447,16000000,0.091
0.75,106.2214887,-1.099834062,3.804742798,106.2214887,-1.499775693,5.296799683,16000000,0.101
0.75,106.2214887,-1.099834062,3.804742798,106.2214887,-1.499775693,5.296799683,16000000,0.111
0.75,106.2214887,-1.099834062,3.804742798,106.2214887,-1.499775693,5.296799683,16000000,0.121
0.75,106.2214887,-1.099834062,3.804742798,106.2214887,-1.499775693,5.296799683,16000000,0.131
0.75,106.2214887,-1.099834062,3.804742798,106.2214887,-1.499775693,5.296799683,16000000,0.141
0.75,107.3931582,-1.111965713,3.846710775,107.3931582,-1.516318874,5.355225699,16000000,0.151
0.75,107.3931582,-1.111965713,3.846710775,107.3931582,-1.516318874,5.355225699,16000000,0.161
0.75,107.3931582,-1.111965713,3.846710775,107.3931582,-1.516318874,5.355225699,16000000,0.171
0.75,107.3931582,-1.111965713,3.846710775,107.3931582,-1.516318874,5.355225699,16000000,0.181
0.75,107.3931582,-1.111965713,3.846710775,107.3931582,-1.516318874,5.355225699,16000000,0.191
0.75,106.8732302,-1.106582296,3.828087497,106.8732302,-1.508977842,5.329299171,16000000,0.201
0.75,106.8732302,-1.106582296,3.828087497,106.8732302,-1.508977842,5.329299171,16000000,0.211
0.75,106.8732302,-1.106582296,3.828087497,106.8732302,-1.508977842,5.329299171,16000000,0.221
0.75,106.8732302,-1.106582296,3.828087497,106.8732302,-1.508977842,5.329299171,16000000,0.231
0.75,106.8732302,-1.106582296,3.828087497,106.8732302,-1.508977842,5.329299171,16000000,0.241
0.75,106.4908151,-1.10262271,3.814389787,106.4908151,-1.503578399,5.310229808,16000000,0.251
0.75,106.4908151,-1.10262271,3.814389787,106.4908151,-1.503578399,5.310229808,16000000,0.261
0.75,106.4908151,-1.10262271,3.814389787,106.4908151,-1.503578399,5.310229808,16000000,0.271
0.75,106.4908151,-1.10262271,3.814389787,106.4908151,-1.503578399,5.310229808,16000000,0.281
0.75,106.4908151,-1.10262271,3.814389787,106.4908151,-1.503578399,5.310229808,16000000,0.291
0.75,105.7512004,-1.094964627,3.787897655,105.7512004,-1.493135539,5.273348744,16000000,0.301
0.75,105.7512004,-1.094964627,3.787897655,105.7512004,-1.493135539,5.273348744,16000000,0.311
0.75,105.7512004,-1.094964627,3.787897655,105.7512004,-1.493135539,5.273348744,16000000,0.321
0.75,105.7512004,-1.094964627,3.787897655,105.7512004,-1.493135539,5.273348744,16000000,0.331
0.75,105.7512004,-1.094964627,3.787897655,105.7512004,-1.493135539,5.273348744,16000000,0.341
0.75,105.5783502,-1.093174908,3.78170634,105.5783502,-1.490695015,5.264729461,16000000,0.351
0.75,105.5783502,-1.093174908,3.78170634,105.5783502,-1.490695015,5.264729461,16000000,0.361
0.75,105.5783502,-1.093174908,3.78170634,105.5783502,-1.490695015,5.264729461,16000000,0.371
0.75,105.5783502,-1.093174908,3.78170634,105.5783502,-1.490695015,5.264729461,16000000,0.381
0.75,105.5783502,-1.093174908,3.78170634,105.5783502,-1.490695015,5.264729461,16000000,0.391
0.75,103.0249382,-1.066736473,3.690245695,103.0249382,-1.454642562,5.137401729,16000000,0.401
0.75,103.0249382,-1.066736473,3.690245695,103.0249382,-1.454642562,5.137401729,16000000,0.411
0.75,103.0249382,-1.066736473,3.690245695,103.0249382,-1.454642562,5.137401729,16000000,0.421
0.75,103.0249382,-1.066736473,3.690245695,103.0249382,-1.454642562,5.137401729,16000000,0.431
0.75,103.0249382,-1.066736473,3.690245695,103.0249382,-1.454642562,5.137401729,16000000,0.441
0.75,102.4247563,-1.060522099,3.668747897,102.4247563,-1.446168414,5.107473559,16000000,0.451
0.75,102.4247563,-1.060522099,3.668747897,102.4247563,-1.446168414,5.107473559,16000000,0.461
0.75,102.4247563,-1.060522099,3.668747897,102.4247563,-1.446168414,5.107473559,16000000,0.471
0.75,102.4247563,-1.060522099,3.668747897,102.4247563,-1.446168414,5.107473559,16000000,0.481
0.75,102.4247563,-1.060522099,3.668747897,102.4247563,-1.446168414,5.107473559,16000000,0.491
0.75,101.9008122,-1.055097095,3.649980677,101.9008122,-1.438770658,5.081346498,16000000,0.501
0.75,101.9008122,-1.055097095,3.649980677,101.9008122,-1.438770658,5.081346498,16000000,0.511
0.75,101.9008122,-1.055097095,3.649980677,101.9008122,-1.438770658,5.081346498,16000000,0.521
0.75,101.9008122,-1.055097095,3.649980677,101.9008122,-1.438770658,5.081346498,16000000,0.531
0.75,101.9008122,-1.055097095,3.649980677,101.9008122,-1.438770658,5.081346498,16000000,0.541
0.6818181818,103.770876,-1.074460127,3.716964285,103.770876,-1.465174712,5.028834451,16000000,0.551
0.6818181818,103.770876,-1.074460127,3.716964285,103.770876,-1.465174712,5.028834451,16000000,0.561
0.6818181818,103.770876,-1.074460127,3.716964285,103.770876,-1.465174712,5.028834451,16000000,0.571
0.6818181818,103.770876,-1.074460127,3.716964285,103.770876,-1.465174712,5.028834451,16000000,0.581
0.6818181818,103.770876,-1.074460127,3.716964285,103.770876,-1.465174712,5.028834451,16000000,0.591
0.6818181818,99.62883875,-1.031572816,3.568600841,99.62883875,-1.406691927,4.828107422,16000000,0.601
0.6818181818,99.62883875,-1.031572816,3.568600841,99.62883875,-1.406691927,4.828107422,16000000,0.611
0.6818181818,99.62883875,-1.031572816,3.568600841,99.62883875,-1.406691927,4.828107422,16000000,0.621
0.6818181818,99.62883875,-1.031572816,3.568600841,99.62883875,-1.406691927,4.828107422,16000000,0.631
0.6818181818,99.62883875,-1.031572816,3.568600841,99.62883875,-1.406691927,4.828107422,16000000,0.641
0.6818181818,98.07113913,-1.015444043,3.512805787,98.07113913,-1.384698275,4.752619686,16000000,0.651
0.6818181818,98.07113913,-1.015444043,3.512805787,98.07113913,-1.384698275,4.752619686,16000000,0.661
0.6818181818,98.07113913,-1.015444043,3.512805787,98.07113913,-1.384698275,4.752619686,16000000,0.671
0.6818181818,98.07113913,-1.015444043,3.512805787,98.07113913,-1.384698275,4.752619686,16000000,0.681
0.6818181818,98.07113913,-1.015444043,3.512805787,98.07113913,-1.384698275,4.752619686,16000000,0.691
0.6818181818,99.3080978,-1.028251708,3.557112443,99.3080978,-1.402163296,4.812563867,16000000,0.701
0.6818181818,99.3080978,-1.028251708,3.557112443,99.3080978,-1.402163296,4.812563867,16000000,0.711
0.6818181818,99.3080978,-1.028251708,3.557112443,99.3080978,-1.402163296,4.812563867,16000000,0.721
0.6818181818,99.3080978,-1.028251708,3.557112443,99.3080978,-1.402163296,4.812563867,16000000,0.731
0.6818181818,99.3080978,-1.028251708,3.557112443,99.3080978,-1.402163296,4.812563867,16000000,0.741
0.6818181818,98.86685341,-1.023682998,3.541307323,98.86685341,-1.395933209,4.791180604,16000000,0.751
0.6818181818,98.86685341,-1.023682998,3.541307323,98.86685341,-1.395933209,4.791180604,16000000,0.761
0.6818181818,98.86685341,-1.023682998,3.541307323,98.86685341,-1.395933209,4.791180604,16000000,0.771
0.6818181818,98.86685341,-1.023682998,3.541307323,98.86685341,-1.395933209,4.791180604,16000000,0.781
0.6818181818,98.86685341,-1.023682998,3.541307323,98.86685341,-1.395933209,4.791180604,16000000,0.791
0.6818181818,98.74300088,-1.022400609,3.536871261,98.74300088,-1.394184509,4.785178594,16000000,0.801
