Time_stamp,X,Y,Z
1603462572.9375,17,27,53
1603462572.96875,17,27,53
1603462573.0,17,27,53
1603462573.03125,17,27,53
1603462573.0625,17,27,54
1603462573.09375,17,27,53
1603462573.125,18,27,53
1603462573.15625,17,27,53
1603462573.1875,17,27,53
1603462573.21875,18,27,53
1603462573.25,17,27,53
1603462573.28125,17,27,53
1603462573.3125,17,27,53
1603462573.34375,17,26,54
1603462573.375,17,27,53
1603462573.40625,17,27,53
1603462573.4375,17,27,54
1603462573.46875,17,27,53
1603462573.5,17,27,53
1603462573.53125,18,27,53
1603462573.5625,17,27,54
1603462573.59375,17,27,53
1603462573.625,17,27,53
1603462573.65625,17,27,53
1603462573.6875,17,27,53
1603462573.71875,17,27,54
1603462573.75,17,27,53
1603462573.78125,17,27,53
1603462573.8125,17,27,53
1603462573.84375,17,27,54
1603462573.875,17,27,54
1603462573.90625,17,27,53
1603462573.9375,17,27,53
1603462573.96875,17,27,53
1603462574.0,17,27,53
1603462574.03125,17,27,54
1603462574.0625,17,27,53
1603462574.09375,17,27,53
1603462574.125,17,27,53
1603462574.15625,17,27,54
1603462574.1875,17,27,53
1603462574.21875,17,27,53
1603462574.25,17,27,53
1603462574.28125,17,27,53
1603462574.3125,17,27,53
1603462574.34375,17,27,53
1603462574.375,17,27,53
1603462574.40625,17,27,54
1603462574.4375,17,27,54
1603462574.46875,17,27,53
1603462574.5,17,27,53
1603462574.53125,17,27,53
1603462574.5625,17,27,53
1603462574.59375,17,27,54
1603462574.625,17,26,53
1603462574.65625,17,27,53
1603462574.6875,17,27,54
1603462574.71875,17,27,53
1603462574.75,17,27,53
1603462574.78125,18,27,53
1603462574.8125,17,27,53
1603462574.84375,18,27,54
1603462574.875,18,27,54
1603462574.90625,17,27,53
1603462574.9375,17,27,53
1603462574.96875,18,27,53
1603462575.0,17,27,54
1603462575.03125,17,27,53
1603462575.0625,17,27,53
1603462575.09375,17,27,53
1603462575.125,17,27,53
1603462575.15625,17,27,53
1603462575.1875,17,27,53
1603462575.21875,17,27,53
1603462575.25,17,27,53
1603462575.28125,17,27,53
1603462575.3125,17,27,53
1603462575.34375,17,27,53
1603462575.375,17,27,53
1603462575.40625,17,27,53
1603462575.4375,18,27,53
1603462575.46875,17,27,54
1603462575.5,17,27,53
1603462575.53125,17,27,53
1603462575.5625,17,27,53
1603462575.59375,17,27,53
1603462575.625,17,27,53
1603462575.65625,17,27,54
1603462575.6875,17,27,53
1603462575.71875,18,27,53
1603462575.75,17,27,53
1603462575.78125,17,27,53
1603462575.8125,18,27,53
1603462575.84375,18,27,53
1603462575.875,17,27,53
1603462575.90625,17,27,53
1603462575.9375,17,27,53
1603462575.96875,17,27,53
1603462576.0,17,27,53
1603462576.03125,18,27,53
1603462576.0625,17,27,54
1603462576.09375,17,27,53
1603462576.125,17,27,53
1603462576.15625,17,27,53
1603462576.1875,17,27,53
1603462576.21875,17,27,53
1603462576.25,17,27,53
1603462576.28125,17,27,53
1603462576.3125,17,27,53
1603462576.34375,17,27,53
1603462576.375,17,27,53
1603462576.40625,17,27,53
1603462576.4375,17,27,53
1603462576.46875,17,27,54
1603462576.5,17,27,53
1603462576.53125,17,27,53
1603462576.5625,17,27,54
1603462576.59375,17,27,54
1603462576.625,18,27,53
1603462576.65625,18,27,53
1603462576.6875,17,27,53
1603462576.71875,17,27,53
1603462576.75,17,27,53
1603462576.78125,17,27,53
1603462576.8125,17,27,54
1603462576.84375,17,27,53
1603462576.875,17,27,53
1603462576.90625,17,27,53
1603462576.9375,17,27,54
1603462576.96875,17,27,53
1603462577.0,17,27,53
1603462577.03125,17,27,53
1603462577.0625,17,27,53
1603462577.09375,17,27,54
1603462577.125,17,27,53
1603462577.15625,17,27,53
1603462577.1875,17,27,53
1603462577.21875,17,27,53
1603462577.25,17,27,53
1603462577.28125,17,27,54
1603462577.3125,17,27,53
1603462577.34375,17,27,53
1603462577.375,17,27,54
1603462577.40625,17,27,53
1603462577.4375,17,27,53
1603462577.46875,17,27,54
1603462577.5,17,27,53
1603462577.53125,17,27,53
1603462577.5625,18,27,53
1603462577.59375,17,27,54
1603462577.625,17,27,53
1603462577.65625,17,27,53
1603462577.6875,17,27,54
1603462577.71875,17,27,53
1603462577.75,17,27,53
1603462577.78125,17,27,53
1603462577.8125,17,27,53
1603462577.84375,17,27,54
1603462577.875,17,27,53
1603462577.90625,17,27,53
1603462577.9375,18,27,53
1603462577.96875,17,27,53
1603462578.0,17,27,54
1603462578.03125,17,27,53
1603462578.0625,17,27,53
1603462578.09375,17,27,53
1603462578.125,17,27,54
1603462578.15625,17,27,54
1603462578.1875,17,27,53
1603462578.21875,17,27,54
1603462578.25,17,27,54
1603462578.28125,17,27,53
1603462578.3125,17,27,53
1603462578.34375,17,27,53
1603462578.375,17,27,54
1603462578.40625,17,27,54
1603462578.4375,17,27,53
1603462578.46875,17,27,53
1603462578.5,17,27,54
1603462578.53125,17,27,53
1603462578.5625,17,27,53
1603462578.59375,17,27,53
1603462578.625,17,27,53
1603462578.65625,17,27,53
1603462578.6875,17,27,53
1603462578.71875,17,27,53
1603462578.75,17,27,53
1603462578.78125,17,27,53
1603462578.8125,17,27,53
1603462578.84375,17,27,54
1603462578.875,17,27,53
1603462578.90625,17,27,53
1603462578.9375,17,27,53
1603462578.96875,17,27,53
1603462579.0,17,27,53
1603462579.03125,17,27,53
1603462579.0625,17,27,54
1603462579.09375,17,27,54
1603462579.125,17,27,53
1603462579.15625,17,27,54
1603462579.1875,17,27,53
1603462579.21875,17,27,53
1603462579.25,17,27,54
1603462579.28125,17,27,53
1603462579.3125,17,27,53
1603462579.34375,17,27,53
1603462579.375,17,27,53
1603462579.40625,17,27,54
1603462579.4375,17,27,53
1603462579.46875,17,27,53
1603462579.5,18,27,53
1603462579.53125,17,27,54
1603462579.5625,17,27,53
1603462579.59375,17,27,53
1603462579.625,17,27,53
1603462579.65625,17,27,54
1603462579.6875,17,27,54
1603462579.71875,17,27,53
1603462579.75,17,27,53
1603462579.78125,17,27,53
1603462579.8125,18,27,53
1603462579.84375,17,27,53
1603462579.875,17,27,54
1603462579.90625,17,27,53
1603462579.9375,17,26,54
1603462579.96875,17,27,53
1603462580.0,17,27,53
1603462580.03125,17,27,53
1603462580.0625,17,27,53
1603462580.09375,17,27,53
1603462580.125,17,27,53
1603462580.15625,17,27,53
1603462580.1875,17,27,54
1603462580.21875,17,27,53
1603462580.25,17,27,53
1603462580.28125,17,27,54
1603462580.3125,17,27,53
1603462580.34375,17,27,53
1603462580.375,17,27,54
1603462580.40625,17,27,54
1603462580.4375,17,27,54
1603462580.46875,17,27,53
1603462580.5,17,27,54
1603462580.53125,17,27,54
1603462580.5625,17,27,53
1603462580.59375,17,27,54
1603462580.625,17,27,54
1603462580.65625,17,27,53
1603462580.6875,17,27,53
1603462580.71875,17,27,53
1603462580.75,17,27,53
1603462580.78125,17,27,53
1603462580.8125,17,27,53
1603462580.84375,17,27,53
1603462580.875,17,27,53
1603462580.90625,17,27,53
1603462580.9375,17,27,53
1603462580.96875,17,27,53
1603462581.0,17,27,54
1603462581.03125,17,27,53
1603462581.0625,17,27,53
1603462581.09375,17,27,54
1603462581.125,17,27,53
1603462581.15625,17,27,53
1603462581.1875,17,27,53
1603462581.21875,17,27,53
1603462581.25,17,27,54
1603462581.28125,17,27,53
1603462581.3125,17,27,53
1603462581.34375,17,27,53
1603462581.375,17,27,54
1603462581.40625,17,27,54
1603462581.4375,17,27,53
1603462581.46875,17,27,53
1603462581.5,17,27,53
1603462581.53125,17,27,54
1603462581.5625,17,27,53
1603462581.59375,17,27,53
1603462581.625,17,27,53
1603462581.65625,17,27,53
1603462581.6875,17,27,53
1603462581.71875,17,27,53
1603462581.75,17,27,54
1603462581.78125,18,27,54
1603462581.8125,17,27,54
1603462581.84375,17,27,53
1603462581.875,17,27,53
1603462581.90625,17,27,54
1603462581.9375,17,27,53
1603462581.96875,17,27,54
1603462582.0,17,27,53
1603462582.03125,17,27,54
1603462582.0625,17,27,54
1603462582.09375,17,27,53
1603462582.125,17,27,53
1603462582.15625,17,27,53
1603462582.1875,17,27,53
1603462582.21875,17,27,54
1603462582.25,18,27,53
1603462582.28125,17,27,54
1603462582.3125,17,27,53
1603462582.34375,17,27,54
1603462582.375,17,27,53
1603462582.40625,17,27,53
1603462582.4375,17,27,53
1603462582.46875,17,27,54
1603462582.5,17,27,54
1603462582.53125,17,27,53
1603462582.5625,17,27,54
1603462582.59375,17,27,54
1603462582.625,17,27,53
1603462582.65625,17,27,53
1603462582.6875,17,27,53
1603462582.71875,17,27,53
1603462582.75,17,27,53
1603462582.78125,17,27,53
1603462582.8125,17,27,53
1603462582.84375,17,27,53
1603462582.875,17,27,53
1603462582.90625,17,27,53
1603462582.9375,17,27,53
1603462582.96875,17,27,53
1603462583.0,17,27,53
1603462583.03125,18,27,53
1603462583.0625,17,26,53
1603462583.09375,17,27,53
1603462583.125,17,27,53
1603462583.15625,17,27,53
1603462583.1875,17,27,53
1603462583.21875,17,27,53
1603462583.25,17,27,53
1603462583.28125,17,27,54
1603462583.3125,17,27,53
1603462583.34375,17,27,54
1603462583.375,17,27,53
1603462583.40625,17,27,53
1603462583.4375,17,27,54
1603462583.46875,17,27,53
1603462583.5,17,27,53
1603462583.53125,17,27,53
1603462583.5625,17,27,53
1603462583.59375,17,27,54
1603462583.625,17,27,53
1603462583.65625,17,27,53
1603462583.6875,17,27,54
1603462583.71875,17,27,53
1603462583.75,17,27,53
1603462583.78125,17,27,54
1603462583.8125,17,27,53
1603462583.84375,17,27,53
1603462583.875,17,27,54
1603462583.90625,17,27,54
1603462583.9375,17,27,54
1603462583.96875,17,27,53
1603462584.0,17,27,53
1603462584.03125,17,27,53
1603462584.0625,17,27,54
1603462584.09375,17,27,53
1603462584.125,17,27,53
1603462584.15625,17,27,54
1603462584.1875,17,27,53
1603462584.21875,17,27,53
1603462584.25,17,27,53
1603462584.28125,17,27,53
1603462584.3125,17,27,53
1603462584.34375,17,27,54
1603462584.375,17,27,53
1603462584.40625,17,27,53
1603462584.4375,17,27,53
1603462584.46875,17,27,53
1603462584.5,17,27,54
1603462584.53125,17,27,54
1603462584.5625,17,27,53
1603462584.59375,17,27,53
1603462584.625,17,27,53
1603462584.65625,17,27,53
1603462584.6875,17,27,53
1603462584.71875,17,27,53
1603462584.75,17,27,53
1603462584.78125,17,27,53
1603462584.8125,17,27,53
1603462584.84375,17,27,53
1603462584.875,17,27,53
