Time_stamp,Electrodermal_activity
1601392473.0,1.159801
1601392473.25,1.161082
1601392473.5,1.162363
1601392473.75,1.167488
1601392474.0,1.164926
1601392474.25,1.167488
1601392474.5,1.166207
1601392474.75,1.167488
1601392475.0,1.170050
1601392475.25,1.167488
1601392475.5,1.168769
1601392475.75,1.166207
1601392476.0,1.166207
1601392476.25,1.162363
1601392476.5,1.158520
1601392476.75,1.157239
1601392477.0,1.162363
1601392477.25,1.167488
1601392477.5,1.179019
1601392477.75,1.187987
1601392478.0,1.199517
1601392478.25,1.226422
1601392478.5,1.231547
1601392478.75,1.246921
1601392479.0,1.257170
1601392479.25,1.264857
1601392479.5,1.275107
1601392479.75,1.282794
1601392480.0,1.286637
1601392480.25,1.290481
1601392480.5,1.287919
1601392480.75,1.290481
1601392481.0,1.293043
1601392481.25,1.293043
1601392481.5,1.287919
1601392481.75,1.278950
1601392482.0,1.276388
1601392482.25,1.271263
1601392482.5,1.266139
1601392482.75,1.261014
1601392483.0,1.259733
1601392483.25,1.254608
1601392483.5,1.250764
1601392483.75,1.246921
1601392484.0,1.244359
1601392484.25,1.237953
1601392484.5,1.237953
1601392484.75,1.234109
1601392485.0,1.232828
1601392485.25,1.227703
1601392485.5,1.222579
1601392485.75,1.223860
1601392486.0,1.221297
1601392486.25,1.222579
1601392486.5,1.217454
1601392486.75,1.209767
1601392487.0,1.209767
1601392487.25,1.208486
1601392487.5,1.207204
1601392487.75,1.203361
1601392488.0,1.200799
1601392488.25,1.198236
1601392488.5,1.198236
1601392488.75,1.196955
1601392489.0,1.191830
1601392489.25,1.186706
1601392489.5,1.186706
1601392489.75,1.186706
1601392490.0,1.185424
1601392490.25,1.182862
1601392490.5,1.184143
1601392490.75,1.186706
1601392491.0,1.190549
1601392491.25,1.193112
1601392491.5,1.193112
1601392491.75,1.198236
1601392492.0,1.198236
1601392492.25,1.199517
1601392492.5,1.199517
1601392492.75,1.196955
1601392493.0,1.196955
1601392493.25,1.196955
1601392493.5,1.193112
1601392493.75,1.191830
1601392494.0,1.187987
1601392494.25,1.186706
1601392494.5,1.185424
1601392494.75,1.184143
1601392495.0,1.182862
1601392495.25,1.173894
1601392495.5,1.171332
1601392495.75,1.175175
1601392496.0,1.173894
1601392496.25,1.172613
